Group,Group Type,Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:44:55.592794000",0.008235,50,0xebe5,0x0000,151.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:44:55.597055000",0.002278,52,0xebe5,0x0000,152.0,0xebe5,0x0000
Moes Bulb,Bulb,Ledvance Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:44:55.733781000",0.005429,45,0x054f,0xebe5,95.0,0x0000,0xebe5
Moes Bulb,Bulb,Ledvance Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:44:58.103246000",0.002169,48,0x054f,0xebe5,111.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:44:58.113393000",0.003142,50,0xebe5,0x0000,156.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:44:58.122372000",0.004616,52,0xebe5,0x0000,157.0,0xebe5,0x0000
Moes Bulb,Bulb,Ledvance Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:44:58.193890000",0.004414,45,0x054f,0xebe5,114.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Oct 13, 2023 16:45:06.240669000",1.054349,65,0xebe5,0xffff,158.0,0xebe5,0xfffc
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:21.263041000",0.604974,52,0xebe5,0x0000,165.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:21.266673000",0.001585,53,0xebe5,0x0000,166.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:21.269799000",0.001047,52,0xebe5,0x0000,167.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:24.201962000",0.007017,52,0xebe5,0x0000,170.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:24.209588000",0.004665,53,0xebe5,0x0000,171.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:24.212607000",0.00094,52,0xebe5,0x0000,172.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:24.242373000",0.005554,45,0xebe5,0x0000,173.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Ledvance Z3 Plug,Socket,Moes Bulb,Bulb,Ledvance Z3 Plug,Socket,"Oct 13, 2023 16:45:24.278696000",0.005509,45,0xebe5,0x09ac,174.0,0xebe5,0x09ac
Moes Bulb,Bulb,Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Philips Motion,Bulb,"Oct 13, 2023 16:45:24.321350000",0.003075,45,0xebe5,0xe5c4,175.0,0xebe5,0xe5c4
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:45:24.416325000",0.002537,45,0xe5c4,0xebe5,131.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:45:24.426018000",0.002879,45,0xe5c4,0xebe5,132.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:45:24.436176000",0.002854,45,0xe5c4,0xebe5,133.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Oct 13, 2023 16:45:36.245985000",0.000794,65,0xebe5,0xffff,176.0,0xebe5,0xfffc
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:45:38.091327000",0.003957,48,0xe5c4,0xebe5,140.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:38.101416000",0.010089,50,0xebe5,0x0000,177.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:45:38.105672000",0.002273,52,0xebe5,0x0000,178.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:45:38.137580000",0.00606,45,0xe5c4,0xebe5,141.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Oct 13, 2023 16:45:51.267042000",0.388636,65,0xebe5,0xffff,179.0,0xebe5,0xfffc
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:00.068762000",0.003425,51,0xe5c4,0xebe5,144.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:00.086703000",0.015962,50,0xebe5,0x0000,180.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:00.279539000",0.005141,52,0xebe5,0x0000,181.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:00.324093000",0.010199,45,0xe5c4,0xebe5,145.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:03.473157000",0.002505,51,0xe5c4,0xebe5,146.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:03.496299000",0.005151,50,0xebe5,0x0000,182.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:04.271478000",0.773197,52,0xebe5,0x0000,183.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:04.293407000",0.003765,45,0xe5c4,0xebe5,147.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Oct 13, 2023 16:46:06.265989000",1.67211,65,0xebe5,0xffff,184.0,0xebe5,0xfffc
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:06.499386000",0.011759,51,0xe5c4,0xebe5,148.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:06.517416000",0.016051,50,0xebe5,0x0000,185.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:07.271875000",0.001784,52,0xebe5,0x0000,186.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:07.296385000",0.004759,45,0xe5c4,0xebe5,149.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:09.519272000",0.003935,51,0xe5c4,0xebe5,150.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:09.537348000",0.016097,50,0xebe5,0x0000,187.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:10.272191000",0.678647,52,0xebe5,0x0000,188.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:10.292411000",0.003952,45,0xe5c4,0xebe5,151.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:12.624108000",0.003291,48,0xe5c4,0xebe5,153.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:12.633861000",0.002671,50,0xebe5,0x0000,189.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:12.680378000",0.003139,54,0xe5c4,0xebe5,154.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:12.692165000",0.009713,50,0xebe5,0x0000,190.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:13.273172000",0.111177,53,0xebe5,0x0000,191.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:13.276175000",0.000925,53,0xebe5,0x0000,192.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:13.302681000",0.003983,45,0xe5c4,0xebe5,155.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:13.312998000",0.004434,45,0xe5c4,0xebe5,156.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:15.576519000",0.002813,48,0xe5c4,0xebe5,157.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:15.586296000",0.007894,50,0xebe5,0x0000,193.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:15.632290000",0.002446,54,0xe5c4,0xebe5,158.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:15.644105000",0.00391,50,0xebe5,0x0000,194.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:18.361914000",0.002399,48,0xe5c4,0xebe5,159.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:18.371717000",0.007922,50,0xebe5,0x0000,195.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:18.417879000",0.004718,54,0xe5c4,0xebe5,160.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:18.429581000",0.009629,50,0xebe5,0x0000,196.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Oct 13, 2023 16:46:21.224925000",1.504624,65,0xebe5,0xffff,197.0,0xebe5,0xfffc
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:22.101273000",0.003489,48,0xe5c4,0xebe5,161.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:22.111120000",0.007964,50,0xebe5,0x0000,198.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:22.169382000",0.013889,54,0xe5c4,0xebe5,162.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:22.181193000",0.009737,50,0xebe5,0x0000,199.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:26.967277000",0.004047,48,0xe5c4,0xebe5,164.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:26.976998000",0.007839,50,0xebe5,0x0000,200.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:27.022391000",0.002395,54,0xe5c4,0xebe5,165.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:27.034198000",0.009736,50,0xebe5,0x0000,201.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:32.108838000",0.004283,48,0xe5c4,0xebe5,166.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:32.123232000",0.004552,50,0xebe5,0x0000,202.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:32.170028000",0.002493,54,0xe5c4,0xebe5,167.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:32.181824000",0.009722,50,0xebe5,0x0000,203.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:36.034521000",0.004717,51,0xe5c4,0xebe5,168.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:36.054475000",0.017971,50,0xebe5,0x0000,204.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Oct 13, 2023 16:46:36.261605000",0.205147,65,0xebe5,0xffff,205.0,0xebe5,0xfffc
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:36.281326000",0.019721,52,0xebe5,0x0000,206.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:36.303403000",0.003774,45,0xe5c4,0xebe5,169.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:40.675544000",0.004396,51,0xe5c4,0xebe5,170.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:41.278623000",0.580975,52,0xebe5,0x0000,208.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:41.299768000",0.003929,45,0xe5c4,0xebe5,171.0,0x0000,0xebe5
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:43.279687000",0.446017,53,0xebe5,0x0000,209.0,0xebe5,0x0000
Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,Coordinator,Coordinator,"Oct 13, 2023 16:46:43.282692000",0.000927,53,0xebe5,0x0000,210.0,0xebe5,0x0000
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:43.309396000",0.004252,45,0xe5c4,0xebe5,173.0,0x0000,0xebe5
Moes Bulb,Bulb,Philips Motion,Bulb,Moes Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,Bulb,"Oct 13, 2023 16:46:43.317665000",0.002311,45,0xe5c4,0xebe5,174.0,0x0000,0xebe5
