Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Philips Lamp 2,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-27 18:54:40.000000,104,0x5bb9,0xffff,149.0,,,0.0
Moes Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-27 18:54:40.686435,68,0x1e15,0xffff,173.0,,,0.686435
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-27 18:54:41.466318,52,0x0000,0xe1a6,158.0,0x0000,0xe1a6,0.779883
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.468334,5,0xe1a6,0x0000,158.0,,,0.002016
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-27 18:54:41.475643,63,0xe1a6,0x0000,97.0,0xe1a6,0x0000,0.007309
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.478042,5,0x0000,0xe1a6,97.0,,,0.002399
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.525570,52,0x0000,0x3d95,159.0,,,0.047528
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.527588,5,0x3d95,0x0000,159.0,,,0.002018
Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,Coordinator,Coordinator,2023-10-27 18:54:41.534894,63,0x3d95,0x0000,161.0,0x3d95,0x0000,0.007306
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.537293,5,0x0000,0x3d95,161.0,,,0.002399
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.566811,45,0x0000,0xe1a6,160.0,,,0.029518
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.568603,5,0xe1a6,0x0000,160.0,,,0.001792
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.573648,54,0x0000,0xe1a6,161.0,,,0.005045
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.575728,5,0xe1a6,0x0000,161.0,,,0.00208
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-27 18:54:41.583025,66,0xe1a6,0x0000,98.0,0xe1a6,0x0000,0.007297
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.585520,5,0x0000,0xe1a6,98.0,,,0.002495
Coordinator,Coordinator,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-27 18:54:41.586678,54,0x0000,0x3d95,162.0,0x0000,0x3d95,0.001158
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.588747,5,0x3d95,0x0000,162.0,,,0.002069
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.596051,66,0x3d95,0x0000,162.0,,,0.007304
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.598546,5,0x0000,0x3d95,162.0,,,0.002495
Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-27 18:54:41.617385,54,0x0000,0xa706,163.0,0x0000,0xa706,0.018839
Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-27 18:54:41.625340,54,0x0000,0xa706,163.0,0x0000,0xa706,0.007955
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.659660,45,0x0000,0x3d95,164.0,,,0.03432
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.661452,5,0x3d95,0x0000,164.0,,,0.001792
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.667844,52,0x0000,0xa706,165.0,,,0.006392
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.669853,5,0xa706,0x0000,165.0,,,0.002009
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.672358,52,0x0000,0xa706,165.0,,,0.002505
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.674375,5,0xa706,0x0000,165.0,,,0.002017
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.676007,52,0x0000,0xa706,165.0,,,0.001632
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.678013,5,0xa706,0x0000,165.0,,,0.002006
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.679112,52,0x0000,0xa706,165.0,,,0.001099
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2023-10-27 18:54:41.685244,63,0x5235,0x2766,87.0,,,0.006132
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.690375,63,0xa706,0x0000,87.0,,,0.005131
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.695473,63,0xa706,0x0000,87.0,,,0.005098
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.701769,45,0x0000,0xe1a6,166.0,,,0.006296
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.703561,5,0xe1a6,0x0000,166.0,,,0.001792
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2023-10-27 18:54:41.707990,63,,0x8888,130.0,,,0.004429
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.711241,45,0x0000,0x3d95,167.0,,,0.003251
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.713033,5,0x3d95,0x0000,167.0,,,0.001792
Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-27 18:54:41.718297,54,0x0000,0xa706,168.0,0x0000,0xa706,0.005264
Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-27 18:54:41.722994,54,0x0000,0xa706,168.0,0x0000,0xa706,0.004697
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.725063,5,0xa706,0x0000,168.0,,,0.002069
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.726207,63,0xa706,0x0000,89.0,,,0.001144
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-27 18:54:41.733929,63,0xa706,0x0000,89.0,,,0.007722
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-27 18:54:41.736328,5,0x0000,0xa706,89.0,,,0.002399
