Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 16:01:30.000000,53,0x0000,0xffff,23.0,,,0.0
Sonoff Temperature,Temperature,Coordinator,Coordinator,Sonoff Temperature,Temperature,Coordinator,Coordinator,2023-10-29 16:01:35.531566,53,0x4615,0x0000,234.0,0x4615,0x0000,5.531566
Coordinator,Coordinator,Sonoff Temperature,Temperature,Unknown,Unknown,,,2023-10-29 16:01:35.533645,5,0x0000,0x4615,234.0,,,0.002079
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 16:01:35.580474,65,0x4e11,0xffff,96.0,,,0.046829
Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,2023-10-29 16:01:35.616587,53,0x0112,0xffff,204.0,0x0112,0xfffc,0.036113
Coordinator,Coordinator,Broadcast,Broadcast,Ledvance Z3 Plug,Socket,Broadcast,Broadcast,2023-10-29 16:01:35.629476,65,0x0000,0xffff,24.0,0x4e11,0xfffd,0.012889
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-29 16:01:35.639524,49,0x0000,0x4e11,25.0,,,0.010048
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,2023-10-29 16:01:35.696814,50,0x4e11,0x0000,98.0,0x4e11,0x0000,0.05729
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-29 16:01:35.698797,5,0x0000,0x4e11,98.0,,,0.001983
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-29 16:01:35.717330,49,0x0000,0x4e11,26.0,,,0.018533
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 16:01:35.719282,5,0x4e11,0x0000,26.0,,,0.001952
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,2023-10-29 16:01:35.729279,45,0x0000,0x4e11,27.0,0x0000,0x4e11,0.009997
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 16:01:35.731102,5,0x4e11,0x0000,27.0,,,0.001823
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 16:01:35.739813,55,0x4e11,0x0000,100.0,,,0.008711
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,2023-10-29 16:01:35.812404,55,0x4e11,0x0000,101.0,0x4e11,0x0000,0.072591
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 16:01:35.816100,55,0x4e11,0x0000,101.0,,,0.003696
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,2023-10-29 16:01:35.820841,55,0x4e11,0x0000,101.0,0x4e11,0x0000,0.004741
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-29 16:01:35.822983,5,0x0000,0x4e11,101.0,,,0.002142
