Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Power Plug 2,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 15:24:11.000000,56,0xa706,0xffff,204.0,,,0.0
Aqara Motion,Motion,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:24:13.253408,57,0x27d7,0x0000,126.0,,,2.253408
Coordinator,Coordinator,Aqara Motion,Motion,Unknown,Unknown,,,2023-10-29 15:24:13.255615,5,0x0000,0x27d7,126.0,,,0.002207
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-29 15:24:14.511192,53,0x0000,0xffff,234.0,0x0000,0xfffc,1.255577
Smart Socket,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 15:24:15.063275,47,0xe1a6,0xffff,149.0,,,0.552083
Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-29 15:24:15.113253,51,0xe1a6,0xffff,150.0,0xe1a6,0xfffc,0.049978
Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-29 15:24:15.144977,51,0x0112,0xffff,80.0,0xe1a6,0xfffc,0.031724
Coordinator,Coordinator,Ledvance Smart+ Plug,Socket,Coordinator,Coordinator,Ledvance Smart+ Plug,Socket,2023-10-29 15:24:15.155421,77,0x0000,0x0112,235.0,0x0000,0x0112,0.010444
Ledvance Smart+ Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:24:15.158272,5,0x0112,0x0000,235.0,,,0.002851
Ledvance Smart+ Plug,Socket,Smart Socket,Socket,Ledvance Smart+ Plug,Socket,Smart Socket,Socket,2023-10-29 15:24:15.179904,77,0x0112,0xe1a6,81.0,0x0112,0xe1a6,0.021632
Smart Socket,Socket,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,,2023-10-29 15:24:15.182720,5,0xe1a6,0x0112,81.0,,,0.002816
Power Plug 2,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-29 15:24:15.183098,51,0xa706,0xffff,205.0,0xe1a6,0xfffc,0.000378
