File Name,Original Size (KB),Start Time,End Time,Delta Time (s),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB)
AppInteraction2.pcapng,225.4375,2023-10-13 17:00:18.000000,2023-10-13 17:04:44.983444,266.9834439754486,81.9560546875,78.689453125,68.0234375,74.3544921875,111.705078125,70.654296875,101.04296875,100.982421875,76.4443359375,105.5908203125,154.9982402860273,77.49912014301366,105.26984738734399
AppInteraction5.pcapng,172.90625,2023-10-13 16:18:42.000000,2023-10-13 16:21:37.258683,175.2586829662323,61.7529296875,59.669921875,51.45703125,56.53515625,83.5390625,53.2783203125,75.697265625,75.65234375,57.4482421875,78.6748046875,118.51441610908596,59.25720805454298,78.88090287356114
AppInteraction4.pcapng,119.76953125,2023-10-13 16:11:04.000000,2023-10-13 16:13:13.372585,129.37258505821228,44.16015625,42.8837890625,36.99609375,40.5966796875,59.056640625,38.0673828125,53.982421875,53.958984375,40.9306640625,56.0458984375,82.10979889383476,41.05489944691738,53.2977730903665
AppInteraction1.pcapng,155.79296875,2023-10-13 16:44:26.000000,2023-10-13 16:48:01.693869,215.69386911392212,57.296875,55.115234375,47.83984375,52.2724609375,77.66796875,49.533203125,70.15234375,70.12890625,53.3154296875,73.2783203125,106.02096480651302,53.01048240325651,70.79732259399269
AppInteraction6.pcapng,211.4375,2023-10-13 16:24:58.000000,2023-10-13 16:28:05.227050,187.22705006599426,73.19140625,71.15625,60.484375,66.9931640625,98.763671875,62.9716796875,89.7666015625,89.7265625,68.033203125,92.8759765625,145.81937450483989,72.90968725241994,97.5148988943552
AppInteraction3.pcapng,213.953125,2023-10-13 17:14:43.000000,2023-10-13 17:17:19.284484,156.28448390960693,75.537109375,72.4384765625,62.1953125,68.53125,102.482421875,64.8583984375,93.353515625,93.3173828125,70.1982421875,97.05078125,145.51227564752963,72.75613782376482,98.1947151128211
