File Name,Original Size (KB),Start Time,End Time,Delta Time (s),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB)
scenario1.pcapng,922.12890625,2023-10-28 14:13:59.000000,2023-10-28 14:57:57.398917,2638.3989169597626,322.8291015625,302.6787109375,259.7265625,287.5439453125,442.1552734375,271.62890625,394.357421875,394.2314453125,299.314453125,419.5009765625,631.0581149668018,315.5290574834009,461.5269269302147
