File Name,Original Size (KB),Start Time,End Time,Delta Time (s),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB)
AppInteraction2.pcapng,165.28125,2023-10-27 18:43:57.000000,2023-10-27 18:46:32.989748,155.98974800109863,57.134765625,54.9052734375,47.34375,52.0166015625,78.6162109375,48.8603515625,70.9384765625,70.88671875,52.7958984375,74.087890625,112.2962023224492,56.1481011612246,72.98044731256252
AppInteraction5.pcapng,187.23046875,2023-10-27 17:02:47.000000,2023-10-27 17:05:41.489613,174.48961305618286,66.9541015625,64.892578125,56.07421875,61.11328125,91.5078125,57.7119140625,82.6083984375,82.572265625,62.81640625,85.869140625,128.48988467767418,64.24494233883709,86.01963679850762
AppInteraction4.pcapng,192.34765625,2023-10-27 16:50:40.000000,2023-10-27 16:53:40.915997,180.91599702835083,65.478515625,62.568359375,54.328125,59.6259765625,90.7802734375,56.2294921875,81.2265625,81.17578125,60.7099609375,84.8447265625,128.88430753437538,64.44215376718769,85.05943131959052
AppInteraction1.pcapng,168.81640625,2023-10-27 18:36:30.000000,2023-10-27 18:39:23.696144,173.6961441040039,57.7431640625,55.509765625,47.8828125,52.712890625,79.6240234375,49.388671875,71.6162109375,71.5634765625,53.447265625,74.8193359375,114.48970019472752,57.24485009736376,74.71995490398228
AppInteraction6.pcapng,148.22265625,2023-10-27 17:33:12.000000,2023-10-27 17:35:45.225464,153.22546410560608,51.3603515625,49.4970703125,42.875,47.0244140625,70.734375,44.1484375,63.78125,63.73828125,47.74609375,66.5615234375,100.40083285898827,50.20041642949413,64.91295221668645
AppInteraction3.pcapng,365.7265625,2023-10-27 18:54:40.000000,2023-10-27 18:58:13.406002,213.40600204467773,102.1298828125,102.73046875,83.42578125,95.9365234375,142.5556640625,86.72265625,127.759765625,127.685546875,94.5966796875,133.40234375,246.49947334325367,123.24973667162683,166.43139142931398
