Device Name,Device Type,Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
Philips Lamp 3,Motion,"Oct 13, 2023 16:24:58.000000",0.0,12,0x2cae,0x0000,0x8863,0.0,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:24:58.000766",0.000766,5,,,0x0002,0.0,,,,,,AppInteraction6.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 16:24:58.267916",0.26715,77,0x054f,0xffff,0x8841,125.0,0x054f,0xfffc,0x1209,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 13, 2023 16:24:59.635145",1.367229,77,0x0000,0xffff,0x8841,211.0,0x0000,0xfffc,0x1209,,,AppInteraction6.pcapng
Power Plug 2,Socket,"Oct 13, 2023 16:25:00.003738",0.368593,74,0xc8f0,0xffff,0x8841,214.0,0xc8f0,0xfffc,0x1209,,,AppInteraction6.pcapng
Ledvance Smart+ Plug,Socket,"Oct 13, 2023 16:25:00.298528",0.29479,77,0x82eb,0xffff,0x8841,158.0,0x82eb,0xfffc,0x1209,,,AppInteraction6.pcapng
Moes Bulb,Bulb,"Oct 13, 2023 16:25:01.165266",0.866738,68,0xebe5,0xffff,0x8841,168.0,0xebe5,0xfffc,0x1209,,,AppInteraction6.pcapng
Philips Lamp 2,Bulb,"Oct 13, 2023 16:25:02.338519",1.173253,74,0xa209,0xffff,0x8841,244.0,0xa209,0xfffc,0x1209,,,AppInteraction6.pcapng
Philips Lamp 3,Motion,"Oct 13, 2023 16:25:03.063272",0.724753,12,0x2cae,0x0000,0x8863,1.0,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:03.064039",0.000767,5,,,0x0002,1.0,,,,,,AppInteraction6.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 16:25:06.102474",3.038435,77,0x482d,0xffff,0x8841,6.0,0x482d,0xfffc,0x1209,,,AppInteraction6.pcapng
Philips Lamp 3,Motion,"Oct 13, 2023 16:25:08.094045",1.991571,12,0x2cae,0x0000,0x8863,2.0,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:08.094811",0.000766,5,,,0x0002,2.0,,,,,,AppInteraction6.pcapng
Ledvance Z3 Plug,Socket,"Oct 13, 2023 16:25:09.535943",1.441132,71,0x09ac,0xffff,0x8841,72.0,0x09ac,0xfffc,0x1209,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:11.103254",1.567311,77,0xe5c4,0xffff,0x8841,136.0,0xe5c4,0xfffc,0x1209,,,AppInteraction6.pcapng
Power Plug 1,Socket,"Oct 13, 2023 16:25:11.686973",0.583719,74,0x6e5f,0xffff,0x8841,178.0,0x6e5f,0xfffc,0x1209,,,AppInteraction6.pcapng
Smart Socket,Socket,"Oct 13, 2023 16:25:12.432334",0.745361,77,0xe694,0xffff,0x8841,198.0,0xe694,0xfffc,0x1209,,,AppInteraction6.pcapng
Philips Lamp 3,Motion,"Oct 13, 2023 16:25:13.093916",0.661582,12,0x2cae,0x0000,0x8863,3.0,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:13.094683",0.000767,5,,,0x0002,3.0,,,,,,AppInteraction6.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 16:25:13.582341",0.487658,77,0x054f,0xffff,0x8841,126.0,0x054f,0xfffc,0x1209,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 13, 2023 16:25:14.358922",,48,,,,,,,,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 13, 2023 16:25:14.363462",,48,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.365381",0.001919,5,,,0x0002,212.0,,,,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:14.368712",0.003331,55,0xe5c4,0x0000,0x8861,137.0,0xe5c4,0x0000,0x1a09,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.370855",0.002143,5,,,0x0002,137.0,,,,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:14.406099",0.035244,55,0xe5c4,0x0000,0x8861,138.0,0xe5c4,0x0000,0x1a09,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.408242",0.002143,5,,,0x0002,138.0,,,,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:14.412441",0.004199,55,0xe5c4,0x0000,0x8861,139.0,0xe5c4,0x0000,0x1a09,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.414583",0.002142,5,,,0x0002,139.0,,,,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:14.419127",,50,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.421110",0.001983,5,,,0x0002,140.0,,,,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:14.443572",,52,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.445619",0.002047,5,,,0x0002,141.0,,,,,,AppInteraction6.pcapng
Philips Motion,Bulb,"Oct 13, 2023 16:25:14.448649",,52,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 13, 2023 16:25:14.450696",0.002047,5,,,0x0002,142.0,,,,,,AppInteraction6.pcapng
