Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,2023-10-13 16:18:42.000000,77,0x054f,0xffff,11.0,0x054f,0xfffc,0.0
Power Plug 1,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-13 16:18:42.053716,74,0x6e5f,0xffff,74.0,,,0.053716
Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-13 16:18:42.750605,77,0xe694,0xffff,93.0,0xe694,0xfffc,0.696889
Philips Lamp 3,Motion,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 16:18:43.360394,12,0x2cae,0x0000,166.0,,,0.609789
Coordinator,Coordinator,Philips Lamp 3,Motion,Unknown,Unknown,,,2023-10-13 16:18:43.361160,5,0x0000,0x2cae,166.0,,,0.000766
Power Plug 2,Socket,Broadcast,Broadcast,Power Plug 2,Socket,Broadcast,Broadcast,2023-10-13 16:18:45.216973,74,0xc8f0,0xffff,102.0,0xc8f0,0xfffc,1.855813
Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-13 16:18:45.630306,77,0x82eb,0xffff,93.0,,,0.413333
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 16:18:47.279416,52,0x0000,0xe694,217.0,,,1.64911
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 16:18:47.281434,5,0xe694,0x0000,217.0,,,0.002018
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-13 16:18:47.289124,63,0xe694,0x0000,94.0,0xe694,0x0000,0.00769
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 16:18:47.291523,5,0x0000,0xe694,94.0,,,0.002399
Coordinator,Coordinator,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 16:18:47.315532,52,0x0000,0x6e5f,218.0,0x0000,0x6e5f,0.024009
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 16:18:47.317536,5,0x6e5f,0x0000,218.0,,,0.002004
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 16:18:47.325485,63,0x6e5f,0x0000,75.0,,,0.007949
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 16:18:47.327884,5,0x0000,0x6e5f,75.0,,,0.002399
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 16:18:47.335736,45,0x0000,0xe694,219.0,,,0.007852
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 16:18:47.337529,5,0xe694,0x0000,219.0,,,0.001793
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 16:18:47.355209,54,0x0000,0xe694,220.0,,,0.01768
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 16:18:47.357289,5,0xe694,0x0000,220.0,,,0.00208
