Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 12, 2023 17:16:36.000000",0.000000,77,0x482d,0xffff,0x8841,79,0x482d,0xfffc,0x1209,,,idle2.pcapng
"Oct 12, 2023 17:16:38.715568",2.715568,12,0x2cae,0x482d,0x8863,225,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:38.716335",0.000767,5,,,0x0002,225,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:40.084308",1.367973,68,0xebe5,0xffff,0x8841,79,0xebe5,0xfffc,0x1209,,,idle2.pcapng
"Oct 12, 2023 17:16:41.091075",1.006767,77,0x82eb,0xffff,0x8841,37,0x82eb,0xfffc,0x1209,,,idle2.pcapng
"Oct 12, 2023 17:16:41.504944",0.413869,74,0x6e5f,0xffff,0x8841,55,0x6e5f,0xfffc,0x1209,,,idle2.pcapng
"Oct 12, 2023 17:16:42.226560",0.721616,77,0x054f,0xffff,0x8841,11,0x054f,0xfffc,0x1209,,,idle2.pcapng
"Oct 12, 2023 17:16:42.584434",,52,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.586451",0.002017,5,,,0x0002,0,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.594315",,63,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.596714",0.002399,5,,,0x0002,222,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.619278",,52,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.621325",0.002047,5,,,0x0002,1,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.625434",,52,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.627450",0.002016,5,,,0x0002,80,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.631835",,45,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.633628",0.001793,5,,,0x0002,2,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.635248",,63,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.637647",0.002399,5,,,0x0002,56,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.647193",,54,,,,,,,,,,idle2.pcapng
"Oct 12, 2023 17:16:42.649272",0.002079,5,,,0x0002,3,,,,,,idle2.pcapng
