Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 12, 2023 16:13:12.754402",0.002495,5,,,0x0002,52,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.755718",,54,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.757797",0.002079,5,,,0x0002,116,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.758750",,52,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.763485",,52,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.768175",,52,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.772860",,52,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.779477",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.784372",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.787980",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.789804",0.001824,5,,,0x0002,34,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.790287",0.000483,63,0xc8f0,0x0000,0x8861,15,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.793167",0.002880,45,0x482d,0x6e5d,0x8861,76,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.794961",0.001794,5,,,0x0002,76,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.795464",,63,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.797863",0.002399,5,,,0x0002,15,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.798818",0.000955,107,0xc8f0,0x000a,0x886b,16,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.813647",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.815439",0.001792,5,,,0x0002,35,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.819311",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.822235",0.002924,107,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:12.828537",,45,,,,,,,,,,idel1.pcapng
