Device Name,Device Type,Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
Coordinator,Coordinator,"Oct 27, 2023 17:33:12.000000",,52,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.002017",0.002017,5,,,0x0002,43.0,,,,,,AppInteraction6.pcapng
Smart Socket,Socket,"Oct 27, 2023 17:33:12.009325",,63,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.011724",0.002399,5,,,0x0002,174.0,,,,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 27, 2023 17:33:12.034059",,52,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.036064",0.002005,5,,,0x0002,44.0,,,,,,AppInteraction6.pcapng
Power Plug 1,Socket,"Oct 27, 2023 17:33:12.043198",,63,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.045597",0.002399,5,,,0x0002,95.0,,,,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 27, 2023 17:33:12.048617",,45,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.050410",0.001793,5,,,0x0002,45.0,,,,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 27, 2023 17:33:12.068661",,54,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.070741",0.00208,5,,,0x0002,46.0,,,,,,AppInteraction6.pcapng
Smart Socket,Socket,"Oct 27, 2023 17:33:12.078008",,66,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.080503",0.002495,5,,,0x0002,175.0,,,,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 27, 2023 17:33:12.089980",,45,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.091773",0.001793,5,,,0x0002,47.0,,,,,,AppInteraction6.pcapng
Coordinator,Coordinator,"Oct 27, 2023 17:33:12.106928",,54,,,,,,,,,,AppInteraction6.pcapng
Unknown,Unknown,"Oct 27, 2023 17:33:12.109004",0.002076,5,,,0x0002,48.0,,,,,,AppInteraction6.pcapng
