Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 28, 2023 13:29:04.000000",,53,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.002079",0.002079,5,,,0x0002,24,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.006500",0.004421,57,0x5bb9,0x0000,0x8861,191,0x059b,0x0000,0x1a09,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.008707",0.002207,5,,,0x0002,191,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.009667",0.000960,12,0x059b,0x5bb9,0x8863,25,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.010434",0.000767,5,,,0x0002,25,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.053458",,53,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.055537",0.002079,5,,,0x0002,192,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.097239",,54,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:04.099350",0.002111,5,,,0x0002,133,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.389733",,60,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.392036",0.002303,5,,,0x0002,4,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.433971",,50,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.435924",0.001953,5,,,0x0002,134,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.441181",,45,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.443003",0.001822,5,,,0x0002,5,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.536485",0.093482,12,0x059b,0x5bb9,0x8863,26,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.537252",0.000767,5,,,0x0012,26,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.540044",,50,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.542029",0.001985,5,,,0x0002,193,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.545212",0.003183,12,0x059b,0x5bb9,0x8863,27,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.545979",0.000767,5,,,0x0002,27,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.552763",,45,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.554587",0.001824,5,,,0x0002,28,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.557646",0.003059,57,0x5bb9,0x0000,0x8861,194,0x059b,0x0000,0x1a09,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.559853",0.002207,5,,,0x0002,194,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.562948",0.003095,12,0x059b,0x5bb9,0x8863,29,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.563715",0.000767,5,,,0x0002,29,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.605611",,45,,,,,,,,,,physicalInteraction3.pcapng
"Oct 28, 2023 13:29:05.607433",0.001822,5,,,0x0002,195,,,,,,physicalInteraction3.pcapng
