Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Nov 28, 2023 17:31:28.000000",,57,,,,,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:28.002206",0.002206,5,,,0x0002,211,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:28.388677",0.386471,59,0x4308,0xffff,0x8841,233,0x4308,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:29.036156",0.647479,59,0x4308,0xffff,0x8841,251,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:29.354673",0.318517,59,0x4308,0xffff,0x8841,236,0x4308,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:30.618116",1.263443,71,0x4e11,0xffff,0x8841,87,0x4e11,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:31.166370",0.548254,71,0x3d95,0xffff,0x8841,251,0x3d95,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:31.397691",0.231321,59,0x4308,0xffff,0x8841,237,0x4308,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:31.724128",0.326437,59,0x4308,0xffff,0x8841,238,0x4308,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:32.043941",0.319813,59,0x4308,0xffff,0x8841,239,0x4308,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:32.363154",0.319213,59,0x4308,0xffff,0x8841,240,0x4308,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:33.504579",1.141425,71,0x0000,0xffff,0x8841,142,0x0000,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:37.665425",4.160846,68,0xe1a6,0xffff,0x8841,101,0xe1a6,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:38.970057",1.304632,71,0x0112,0xffff,0x8841,106,0x0112,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.739361",0.769304,65,0x1e15,0xffff,0x8841,24,0x1e15,0xfffc,0x1209,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.822188",,52,,,,,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.824204",0.002016,5,,,0x0002,143,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.831728",,63,,,,,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.834126",0.002398,5,,,0x0002,102,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.857834",,52,,,,,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.859867",0.002033,5,,,0x0002,144,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.863644",,52,,,,,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.865660",0.002016,5,,,0x0002,132,,,,,,physicalInteraction7.pcapng
"Nov 28, 2023 17:31:39.869390",,45,,,,,,,,,,physicalInteraction7.pcapng
