Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 27, 2023 18:54:41.913625000",0.001463,45,0x0000,0xa706,173.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.915416000",0.001791,5,,,173.0,,
"Oct 27, 2023 18:54:41.917770000",0.002354,45,0x0000,0xa706,173.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.919561000",0.001791,5,,,173.0,,
"Oct 27, 2023 18:54:41.920757000",0.001196,45,0x0000,0xa706,173.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.922543000",0.001786,5,,,173.0,,
"Oct 27, 2023 18:54:41.932877000",0.010334,45,0x0000,0xa706,174.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.934669000",0.001792,5,,,174.0,,
"Oct 27, 2023 18:54:41.936501000",0.001832,45,0x0000,0xa706,174.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.938294000",0.001793,5,,,174.0,,
"Oct 27, 2023 18:54:41.944898000",0.006604,45,0x0000,0xa706,174.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.946682000",0.001784,5,,,174.0,,
"Oct 27, 2023 18:54:41.950066000",0.003384,45,0x0000,0xa706,174.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.951858000",0.001792,5,,,174.0,,
"Oct 27, 2023 18:54:41.957412000",0.005554,45,0x0000,0xa706,175.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.959204000",0.001792,5,,,175.0,,
"Oct 27, 2023 18:54:41.962571000",0.003367,45,0x0000,0xa706,175.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.964362000",0.001791,5,,,175.0,,
"Oct 27, 2023 18:54:41.966198000",0.001836,45,0x0000,0xa706,175.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.967990000",0.001792,5,,,175.0,,
"Oct 27, 2023 18:54:41.969347000",0.001357,45,0x0000,0xa706,175.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.971140000",0.001793,5,,,175.0,,
"Oct 27, 2023 18:54:41.976068000",0.004928,45,0x0000,0xa706,176.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.977853000",0.001785,5,,,176.0,,
"Oct 27, 2023 18:54:41.979188000",0.001335,45,0x0000,0xa706,176.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.980971000",0.001783,5,,,176.0,,
"Oct 27, 2023 18:54:41.982718000",0.001747,45,0x0000,0xa706,176.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.984512000",0.001794,5,,,176.0,,
"Oct 27, 2023 18:54:41.985866000",0.001354,45,0x0000,0xa706,176.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.987656000",0.00179,5,,,176.0,,
"Oct 27, 2023 18:54:41.993935000",0.006279,45,0x0000,0xa706,177.0,0x0000,0xa706
"Oct 27, 2023 18:54:41.995717000",0.001782,5,,,177.0,,
"Oct 27, 2023 18:54:41.998787000",0.00307,45,0x0000,0xa706,177.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.000578000",0.001791,5,,,177.0,,
"Oct 27, 2023 18:54:42.003263000",0.002685,45,0x0000,0xa706,177.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.010950000",0.007687,45,0x0000,0xa706,177.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.012740000",0.00179,5,,,177.0,,
"Oct 27, 2023 18:54:42.022135000",0.009395,45,0x0000,0xa706,178.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.023923000",0.001788,5,,,178.0,,
"Oct 27, 2023 18:54:42.026857000",0.002934,45,0x0000,0xa706,178.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.028648000",0.001791,5,,,178.0,,
"Oct 27, 2023 18:54:42.031670000",0.003022,45,0x0000,0xa706,178.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.033464000",0.001794,5,,,178.0,,
"Oct 27, 2023 18:54:42.035138000",0.001674,45,0x0000,0xa706,178.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.036929000",0.001791,5,,,178.0,,
"Oct 27, 2023 18:54:42.050385000",0.013456,45,0x0000,0xa706,179.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.054043000",0.003658,45,0x0000,0xa706,179.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.055836000",0.001793,5,,,179.0,,
"Oct 27, 2023 18:54:42.058301000",0.002465,45,0x0000,0xa706,179.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.060095000",0.001794,5,,,179.0,,
"Oct 27, 2023 18:54:42.062926000",0.002831,45,0x0000,0xa706,179.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.064710000",0.001784,5,,,179.0,,
"Oct 27, 2023 18:54:42.070518000",0.005808,45,0x0000,0xa706,180.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.072309000",0.001791,5,,,180.0,,
"Oct 27, 2023 18:54:42.073876000",0.001567,45,0x0000,0xa706,180.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.075667000",0.001791,5,,,180.0,,
"Oct 27, 2023 18:54:42.078536000",0.002869,45,0x0000,0xa706,180.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.080330000",0.001794,5,,,180.0,,
"Oct 27, 2023 18:54:42.083349000",0.003019,45,0x0000,0xa706,180.0,0x0000,0xa706
"Oct 27, 2023 18:54:42.085143000",0.001794,5,,,180.0,,
"Oct 27, 2023 18:54:42.532578000",0.447435,74,0xa706,0xffff,94.0,0xa706,0xfffc
"Oct 27, 2023 18:54:43.194708000",0.66213,10,,0xffff,211.0,,
"Oct 27, 2023 18:54:43.203344000",0.008636,28,0x5bb8,,150.0,,
"Oct 27, 2023 18:54:43.205992000",0.002648,28,0x1cd8,,124.0,,
"Oct 27, 2023 18:54:43.210953000",0.004961,28,0x711c,,190.0,,
"Oct 27, 2023 18:54:43.217638000",0.006685,28,0xa706,,95.0,,
"Oct 27, 2023 18:54:43.231724000",0.014086,28,0xe1a6,,99.0,,
"Oct 27, 2023 18:54:43.235876000",0.004152,28,0x0112,,129.0,,
"Oct 27, 2023 18:54:43.238961000",0.003085,28,0xec7f,,223.0,,
"Oct 27, 2023 18:54:43.282463000",0.043502,28,0x1e15,,174.0,,
"Oct 27, 2023 18:54:43.295787000",0.013324,28,0x0000,,181.0,,
"Oct 27, 2023 18:54:43.307440000",0.011653,28,0x3d95,,163.0,,
"Oct 27, 2023 18:54:43.909729000",0.602289,77,0x711c,0xffff,191.0,0x711c,0xfffc
"Oct 27, 2023 18:54:44.975346000",1.065617,77,0xe1a6,0xffff,100.0,0xe1a6,0xfffc
"Oct 27, 2023 18:54:45.008305000",0.032959,77,0x0112,0xffff,33.0,0x0112,0xfffc
"Oct 27, 2023 18:54:45.019377000",0.011072,77,0x0000,0xffff,182.0,0x0000,0xfffc
"Oct 27, 2023 18:54:45.788919000",0.769542,77,0x3d95,0xffff,164.0,0x3d95,0xfffc
"Oct 27, 2023 18:54:47.434710000",1.645791,77,0xec7f,0xffff,232.0,0xec7f,0xfffc
"Oct 27, 2023 18:54:47.550122000",0.115412,60,0xa706,0x0000,96.0,0xa706,0x0000
"Oct 27, 2023 18:54:47.552425000",0.002303,5,,,96.0,,
"Oct 27, 2023 18:54:47.595277000",0.042852,50,0x0000,0xa706,183.0,0x0000,0xa706
"Oct 27, 2023 18:54:47.597229000",0.001952,5,,,183.0,,
"Oct 27, 2023 18:54:47.599196000",0.001967,50,0x0000,0xa706,183.0,0x0000,0xa706
"Oct 27, 2023 18:54:47.602213000",0.003017,45,0xa706,0x0000,97.0,0xa706,0x0000
"Oct 27, 2023 18:54:47.604036000",0.001823,5,,,97.0,,
"Oct 27, 2023 18:54:47.614416000",0.01038,50,0x0000,0xa706,183.0,0x0000,0xa706
"Oct 27, 2023 18:54:47.616367000",0.001951,5,,,183.0,,
"Oct 27, 2023 18:54:47.617158000",0.000791,10,,0xffff,211.0,,
"Oct 27, 2023 18:54:47.618392000",0.001234,50,0x0000,0xa706,183.0,0x0000,0xa706
"Oct 27, 2023 18:54:47.620339000",0.001947,5,,,183.0,,
"Oct 27, 2023 18:54:47.622887000",0.002548,45,0xa706,0x0000,99.0,0xa706,0x0000
"Oct 27, 2023 18:54:47.624710000",0.001823,5,,,99.0,,
"Oct 27, 2023 18:54:47.627083000",0.002373,28,0x711c,,192.0,,
"Oct 27, 2023 18:54:47.628154000",0.001071,45,0xa706,0x0000,100.0,0xa706,0x0000
"Oct 27, 2023 18:54:47.629976000",0.001822,5,,,100.0,,
"Oct 27, 2023 18:54:47.632643000",0.002667,45,0xa706,0x0000,100.0,0xa706,0x0000
"Oct 27, 2023 18:54:47.636089000",0.003446,28,0x1cd8,,125.0,,
"Oct 27, 2023 18:54:47.641439000",0.00535,45,0xa706,0x0000,100.0,0xa706,0x0000
"Oct 27, 2023 18:54:47.643262000",0.001823,5,,,100.0,,
"Oct 27, 2023 18:54:47.645491000",0.002229,28,0xec7f,,224.0,,
"Oct 27, 2023 18:54:47.664246000",0.018755,28,0x0112,,130.0,,
"Oct 27, 2023 18:54:47.667815000",0.003569,28,0x1e15,,175.0,,
"Oct 27, 2023 18:54:47.688921000",0.021106,28,0x3d95,,165.0,,
"Oct 27, 2023 18:54:47.693033000",0.004112,28,0x4e11,,19.0,,
"Oct 27, 2023 18:54:47.706787000",0.013754,28,0xe1a6,,101.0,,
"Oct 27, 2023 18:54:47.714840000",0.008053,28,0x0000,,184.0,,
"Oct 27, 2023 18:54:47.733688000",0.018848,28,0xa706,,98.0,,
"Oct 27, 2023 18:54:48.833571000",1.099883,52,0x0000,0xa706,185.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.837934000",0.004363,52,0x0000,0xa706,185.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.841888000",0.003954,52,0x0000,0xa706,185.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.843985000",0.002097,52,0xa706,0x5bb9,101.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.846033000",0.002048,5,,,101.0,,
"Oct 27, 2023 18:54:48.846746000",0.000713,52,0x0000,0xa706,185.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.848764000",0.002018,5,,,185.0,,
"Oct 27, 2023 18:54:48.851805000",0.003041,5,,,152.0,,
"Oct 27, 2023 18:54:48.853061000",0.001256,52,0xa706,0x5bb9,102.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.856568000",0.003507,57,0xa706,0x0000,103.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.861402000",0.004834,57,0xa706,0x0000,103.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.863609000",0.002207,5,,,103.0,,
"Oct 27, 2023 18:54:48.868008000",0.004399,55,0x5bb9,0xa706,153.0,,
"Oct 27, 2023 18:54:48.870114000",0.002106,5,,,153.0,,
"Oct 27, 2023 18:54:48.873335000",0.003221,55,,,,,
"Oct 27, 2023 18:54:48.878386000",0.005051,57,0xa706,0x0000,104.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.883248000",0.004862,57,0xa706,0x0000,104.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.886628000",0.00338,55,0x3b54,0xa700,154.0,,
"Oct 27, 2023 18:54:48.897119000",0.010491,52,0x0000,0xa706,186.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.899128000",0.002009,5,,,186.0,,
"Oct 27, 2023 18:54:48.899972000",0.000844,50,0x5bb9,0xa706,155.0,,
"Oct 27, 2023 18:54:48.901913000",0.001941,5,,,,,
"Oct 27, 2023 18:54:48.906869000",0.004956,50,0xa706,0x0000,106.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.911461000",0.004592,50,0xa706,0x0000,106.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.913444000",0.001983,5,,,106.0,,
"Oct 27, 2023 18:54:48.916572000",0.003128,52,0x5bb9,0xa706,156.0,,
"Oct 27, 2023 18:54:48.918588000",0.002016,5,,,156.0,,
"Oct 27, 2023 18:54:48.922331000",0.003743,52,0xa706,0x0000,107.0,,
"Oct 27, 2023 18:54:48.926534000",0.004203,52,0x5bb9,0xa706,157.0,,
"Oct 27, 2023 18:54:48.930165000",0.003631,52,0x5bb9,0xa706,157.0,,
"Oct 27, 2023 18:54:48.934952000",0.004787,52,0x0000,0xa706,186.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.942406000",0.007454,5,,,157.0,,
"Oct 27, 2023 18:54:48.946028000",0.003622,52,0xa706,0x0000,108.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.948074000",0.002046,5,,,108.0,,
"Oct 27, 2023 18:54:48.950771000",0.002697,48,,0xa700,40.0,,
"Oct 27, 2023 18:54:48.952883000",0.002112,5,,,158.0,,
"Oct 27, 2023 18:54:48.956486000",0.003603,57,0xa706,0x0000,109.0,0x5bb9,0x0000
"Oct 27, 2023 18:54:48.958692000",0.002206,5,,,109.0,,
"Oct 27, 2023 18:54:48.990627000",0.031935,52,0x0000,0xa706,187.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.992643000",0.002016,5,,,187.0,,
"Oct 27, 2023 18:54:48.995966000",0.003323,52,0x0000,0xa706,187.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:48.999250000",0.003284,52,0x0000,0xa706,187.0,0x0000,0x5bb9
