Group,Group Type,Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.790736000",0.00483,59,0x054f,0x0000,184.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.794555000",0.003819,59,0x054f,0x0000,184.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.823079000",0.028524,55,0x054f,0x0000,185.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.826153000",0.003074,55,0x054f,0x0000,185.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.830822000",0.004669,55,0x054f,0x0000,185.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.834209000",0.003387,55,0x054f,0x0000,185.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.840813000",0.006604,59,0x054f,0x0000,186.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.844019000",0.003206,59,0x054f,0x0000,186.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.847527000",0.003508,59,0x054f,0x0000,186.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.850730000",0.003203,59,0x054f,0x0000,186.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.882627000",0.031897,55,0x054f,0x0000,187.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.885718000",0.003091,55,0x054f,0x0000,187.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.890704000",0.004986,55,0x054f,0x0000,187.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.895359000",0.004655,55,0x054f,0x0000,187.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.899338000",0.003979,59,0x054f,0x0000,188.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.902515000",0.003177,59,0x054f,0x0000,188.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.906978000",0.004463,59,0x054f,0x0000,188.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.912431000",0.005453,59,0x054f,0x0000,188.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.934668000",0.022237,55,0x054f,0x0000,189.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.939657000",0.004989,55,0x054f,0x0000,189.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.943060000",0.003403,55,0x054f,0x0000,189.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.947402000",0.004342,55,0x054f,0x0000,189.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.952053000",0.004651,59,0x054f,0x0000,190.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.957512000",0.005459,59,0x054f,0x0000,190.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.962968000",0.005456,59,0x054f,0x0000,190.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.966510000",0.003542,59,0x054f,0x0000,190.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Philips Motion,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:51.994969000",0.028459,57,0x054f,0xe5c4,191.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:51:53.303975000",0.229949,74,0x054f,0xffff,192.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:53.315591000",0.011616,55,0x054f,0x0000,193.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:53.363775000",0.046041,59,0x054f,0x0000,194.0,0x054f,0x0000
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 12:51:53.380777000",0.014731,45,0x0000,0x054f,75.0,0x0000,0x054f
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 12:51:53.407300000",0.024714,49,0x0000,0x054f,76.0,0x0000,0x054f
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:53.414488000",0.005252,55,0x054f,0x0000,195.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:51:53.460446000",0.043815,45,0x054f,0x0000,196.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:52:07.624334000",0.315744,74,0x054f,0xffff,210.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:52:23.452547000",4.284461,74,0x054f,0xffff,214.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:52:38.486216000",0.575061,74,0x054f,0xffff,215.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:52:52.851186000",2.0389,74,0x054f,0xffff,216.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:53:08.677787000",1.393286,74,0x054f,0xffff,217.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:53:26.219878000",0.012087,74,0x054f,0xffff,218.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:53:42.424664000",0.027467,74,0x054f,0xffff,219.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:53:57.464089000",0.037324,74,0x054f,0xffff,223.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:54:13.515653000",0.632156,74,0x054f,0xffff,224.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:54:27.677988000",0.220588,74,0x054f,0xffff,225.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:54:42.822769000",0.390753,74,0x054f,0xffff,226.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:54:57.679539000",0.281202,74,0x054f,0xffff,227.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:55:31.255940000",3.804232,74,0x054f,0xffff,229.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:55:45.446090000",2.995885,74,0x054f,0xffff,230.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:56:00.391158000",1.97016,74,0x054f,0xffff,231.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:56:14.383492000",0.60456,74,0x054f,0xffff,232.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:56:28.578916000",1.088074,74,0x054f,0xffff,233.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:56:43.740707000",1.339011,74,0x054f,0xffff,234.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:56:52.389450000",1.052061,55,0x054f,0x0000,235.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:56:52.437437000",0.045844,59,0x054f,0x0000,236.0,0x054f,0x0000
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 12:56:52.455093000",0.015385,45,0x0000,0x054f,14.0,0x0000,0x054f
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 12:56:52.480112000",0.011791,49,0x0000,0x054f,16.0,0x0000,0x054f
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:56:52.485695000",0.003646,55,0x054f,0x0000,237.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 12:56:52.533691000",0.045854,45,0x054f,0x0000,238.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:56:58.583865000",1.158609,74,0x054f,0xffff,239.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:57:16.166689000",2.896268,74,0x054f,0xffff,243.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:57:30.576600000",4.233403,74,0x054f,0xffff,247.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:57:46.032089000",2.385435,74,0x054f,0xffff,248.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:58:02.057292000",1.85089,74,0x054f,0xffff,249.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:58:16.452678000",1.450804,74,0x054f,0xffff,250.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:58:32.334501000",2.959567,74,0x054f,0xffff,251.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:58:50.095996000",0.472825,74,0x054f,0xffff,252.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:59:07.233444000",1.262873,74,0x054f,0xffff,253.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:59:21.665249000",1.291456,74,0x054f,0xffff,254.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:59:37.849172000",0.183716,74,0x054f,0xffff,255.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 12:59:52.525896000",0.104398,74,0x054f,0xffff,0.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:00:09.734711000",0.234737,74,0x054f,0xffff,1.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:00:24.420333000",0.523931,74,0x054f,0xffff,2.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:00:41.455352000",0.166839,74,0x054f,0xffff,3.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:00:55.738130000",1.21722,74,0x054f,0xffff,7.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:01:10.823636000",1.277762,74,0x054f,0xffff,8.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:01:25.301734000",0.722725,74,0x054f,0xffff,9.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:01:41.511645000",0.181733,74,0x054f,0xffff,10.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:01:51.462160000",2.243439,55,0x054f,0x0000,11.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:01:51.508787000",0.044484,59,0x054f,0x0000,12.0,0x054f,0x0000
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 13:01:51.525154000",0.014096,45,0x0000,0x054f,205.0,0x0000,0x054f
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 13:01:51.553567000",0.026604,49,0x0000,0x054f,206.0,0x0000,0x054f
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:01:51.559149000",0.003644,55,0x054f,0x0000,13.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:01:51.606771000",0.045479,45,0x054f,0x0000,14.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:01:56.555399000",0.250875,74,0x054f,0xffff,15.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:02:11.374616000",0.045689,74,0x054f,0xffff,16.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:02:28.902025000",1.341415,74,0x054f,0xffff,17.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:02:45.057085000",2.083489,74,0x054f,0xffff,18.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:02:59.867642000",0.211394,74,0x054f,0xffff,19.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:03:34.175565000",3.890563,74,0x054f,0xffff,21.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Power Plug 2,Socket,Ledvance Bulb,Bulb,Power Plug 2,Socket,Ledvance Bulb,Bulb,"Oct 17, 2023 13:03:36.005104000",0.005799,45,0xc8f0,0x054f,248.0,0xc8f0,0x054f
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:36.010750000",0.003837,45,0x054f,0x0000,23.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:49.748472000",0.513363,55,0x054f,0x0000,30.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:49.792724000",0.042109,76,0x054f,0x0000,31.0,0x054f,0x0000
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 13:03:49.828464000",0.032925,45,0x0000,0x054f,19.0,0x0000,0x054f
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 13:03:49.842442000",0.012169,50,0x0000,0x054f,20.0,0x0000,0x054f
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:49.847057000",0.002646,55,0x054f,0x0000,32.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:49.894656000",0.045456,45,0x054f,0x0000,33.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 17, 2023 13:03:50.981572000",0.632062,74,0x054f,0xffff,34.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:53.852817000",0.17844,55,0x054f,0x0000,35.0,0x054f,0x0000
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:53.898509000",0.04355,52,0x054f,0x0000,36.0,0x054f,0x0000
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 13:03:53.913530000",0.012974,45,0x0000,0x054f,22.0,0x0000,0x054f
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,"Oct 17, 2023 13:03:53.944372000",0.013696,50,0x0000,0x054f,23.0,0x0000,0x054f
Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 17, 2023 13:03:53.949021000",0.002679,55,0x054f,0x0000,37.0,0x054f,0x0000
