Device Name,Device Type,File Name,Average Packet Length,Packet Standard Variance,Average IAT,IAT Standard Variance,Sequence Number Maximum,Sequence Number Minimum,Sequence Number Average
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.6,4.219004621945797,0.0554036,0.0633236837273385,227.0,38.0,77.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.6,5.176871642217914,0.0540364,0.0643389156172219,228.0,38.0,77.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.6,4.560701700396552,0.0564226,0.0625695507199788,229.0,39.0,115.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.6,4.219004621945797,0.0497122,0.0669711734681422,229.0,40.0,116.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.6,4.560701700396552,0.0257531999999999,0.0189612776520992,229.0,41.0,116.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.4,13.29661611087573,0.112873,0.2049986432162418,232.0,42.0,154.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.4,12.300406497347964,0.3141957999999999,0.4411403170077521,232.0,42.0,145.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,59.4,11.588787684654507,0.3104906,0.4442585247559128,232.0,42.0,135.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,60.4,11.326958991715296,0.3116452,0.4432637124970867,232.0,43.0,163.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.4,9.73652915571047,0.3093186,0.4450289454583825,234.0,180.0,201.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.0,7.071067811865476,0.2146364,0.4503876324748493,234.0,180.0,191.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.0,7.582875444051551,0.0115518,0.0132270558024074,234.0,180.0,191.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.0,6.519202405202649,0.0114253999999999,0.0133077575421255,234.0,180.0,191.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,46.0,2.23606797749979,0.0107262,0.0136160040099876,234.0,181.0,191.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,46.6,3.5777087639996634,0.2818416,0.61984669211209,181.0,125.0,169.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,46.6,3.5777087639996634,0.2836912,0.618827048446252,236.0,125.0,180.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,47.6,3.714835124201342,0.3336558,0.6004700442375955,237.0,125.0,192.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.6,4.560701700396552,0.3337542,0.6004026353445661,237.0,125.0,194.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.2,3.898717737923585,0.3421543999999999,0.5949145472601927,237.0,125.0,197.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.6,3.781534080237808,0.0718241999999999,0.1034920760527104,238.0,193.0,219.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.6,2.5099800796022267,0.0698462,0.1049518060335314,238.0,193.0,211.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.2,2.04939015319192,0.0281428,0.0216739443964406,238.0,193.0,203.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.2,3.7013511046643495,0.0281526,0.0216608080020113,238.0,81.0,180.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.6,4.159326868617084,0.0270014,0.0205616141219506,240.0,81.0,190.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.6,5.594640292279746,0.0201636,0.0212448790253086,240.0,81.0,158.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.0,5.431390245600108,0.11725,0.2091510480872615,241.0,81.0,168.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.0,7.3824115301167,0.1095004,0.2131364933482767,241.0,81.0,154.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.6,8.080841540334768,0.1095078,0.2131319559514715,241.0,82.0,163.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.0,7.842193570679061,0.1027954,0.2163401910956445,242.0,82.0,164.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.6,6.024948132556827,0.1032588,0.2160801795739257,242.0,83.0,164.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.2,8.318653737234168,0.0087224,0.0047845531975305,243.0,83.0,164.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.4,7.700649323271382,0.009165,0.0047023021489478,244.0,83.0,188.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.0,8.514693182963201,0.0096356,0.0042764770313892,244.0,83.0,188.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.4,8.324662155306964,0.0100772,0.0040797007488295,245.0,83.0,188.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.010099,0.0040602869356733,245.0,84.0,189.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0072172,0.0027397520325752,246.0,84.0,189.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0065534,0.0024856205060306,247.0,84.0,190.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.2,7.5630681604756145,0.0060504,0.0025437280318461,248.0,84.0,214.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.6,9.208691546577072,0.0042596,0.0026816691257498,248.0,84.0,201.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.6,9.20869154657707,0.0033894,0.0021183018670623,248.0,184.0,221.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.6,9.208691546577072,0.003325,0.0021491703050247,249.0,184.0,222.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.4,9.44986772394196,0.0031074,0.0018402004782088,249.0,184.0,210.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,60.6,8.848728722251575,0.0031837999999999,0.0019341926481092,249.0,184.0,197.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.4,10.478549517943788,0.0039542,0.0012539637953306,250.0,184.0,210.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.6,13.66747965061591,0.0043146,0.001124643854738,251.0,185.0,224.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,62.8,11.497825881443848,0.0051863999999999,0.0009187928493409,251.0,185.0,211.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,59.2,13.971399357258385,0.0045746,0.001759432948424,252.0,185.0,224.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.6,15.026643005009468,0.0045142,0.0017379055497926,252.0,186.0,238.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.6,15.026643005009468,0.0043706,0.0017820065375862,252.0,186.0,238.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.2,9.391485505499118,0.0040414,0.0018577546393428,252.0,186.0,238.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.2,9.391485505499118,0.0030902,0.0012510086730314,252.0,188.0,239.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.2,9.391485505499118,0.0036774,0.0012292275216574,253.0,188.0,239.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.2,9.391485505499118,0.0032838,0.0010442407289509,253.0,188.0,239.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.2,9.391485505499118,0.0035364,0.0012811554550482,253.0,188.0,239.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.8,10.73312629199899,0.0030727999999999,0.0018116400580689,253.0,188.0,227.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0028505999999999,0.0020335679973878,253.0,190.0,227.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0033457999999999,0.0027916735482502,254.0,190.0,228.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0031259999999999,0.002875200949499,255.0,190.0,228.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.8,9.011104260855047,0.1430041999999999,0.3137882670061134,255.0,86.0,195.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.2,7.949842765740716,0.1454021999999999,0.312472230288869,255.0,1.0,157.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.0,13.856406460551018,0.1465035999999999,0.3118444976246975,255.0,1.0,120.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.6,13.594116374373144,0.315794,0.4261746080094402,255.0,1.0,108.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.6,12.680693987317886,0.3168296,0.4252261670073938,196.0,1.0,58.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,13.019216566291536,0.1770148,0.3783136208401701,196.0,1.0,42.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,13.019216566291536,0.1754619999999999,0.3791715232793728,198.0,4.0,82.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.6,7.368853370776216,0.1750942,0.3793773769055029,198.0,6.0,120.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.4,4.929503017546495,0.0053062,0.0009811685380198,199.0,6.0,121.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.8,6.016643582596529,0.00488,0.000250965137021,199.0,6.0,160.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.8,6.016643582596529,0.0080754,0.0073430138771488,199.0,8.0,160.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.8,6.016643582596529,0.007469,0.0077773689638591,200.0,8.0,160.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.8,6.016643582596529,0.0070854,0.0080021273296542,200.0,8.0,161.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.8,13.349157276772193,0.156237,0.3323311209095531,200.0,8.0,123.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.8,13.330416347586446,0.3301352,0.4425399881747411,200.0,8.0,86.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.4,13.66747965061591,0.3273484,0.4450087282372111,200.0,11.0,112.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.8,12.517987058628876,0.3315327999999999,0.4412664156444494,200.0,11.0,75.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.8,12.517987058628874,0.3319444,0.4408837095848518,139.0,11.0,37.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.0,7.842193570679061,0.1819476,0.3871637500610045,139.0,12.0,54.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.4,7.700649323271382,0.0081616,0.0085663049385368,139.0,13.0,55.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.0,8.514693182963201,0.0081762,0.0085644759734615,140.0,13.0,55.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.6,9.813256340277675,0.0090816,0.0105192246292205,140.0,14.0,56.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.4,8.324662155306964,0.0091032,0.01050802670343,140.0,15.0,56.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.8,8.64291617453276,0.0102632,0.0096135656860501,140.0,15.0,41.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.2,10.52140675005011,0.0102054,0.0096506638787183,140.0,16.0,57.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.8,8.64291617453276,0.0091358,0.0103198302166266,96.0,16.0,33.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.004065,0.001967479224795,97.0,17.0,49.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,59.4,9.581231653602789,0.0041634,0.0020240437989332,204.0,18.0,86.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,60.8,7.155417527999327,0.0065226,0.0067068389946382,204.0,19.0,87.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.6,9.208691546577072,0.0068185999999999,0.0066633028822048,204.0,19.0,72.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.4,9.44986772394196,0.0065707999999999,0.0069059663842216,205.0,20.0,109.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.8,8.927485648266257,0.006712,0.006795974801307,205.0,20.0,131.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.6,9.044335243676011,0.0069004,0.0067592405120693,205.0,20.0,94.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0035046,0.0027651189486168,205.0,21.0,95.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0032056,0.0024002367174926,205.0,22.0,95.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.6,8.17312669668102,0.0365854,0.0732989241346692,205.0,22.0,72.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,48.6,4.979959839195493,0.0426132,0.0710221433476912,98.0,22.0,50.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.2,4.816637831516919,0.0415554,0.0717354958671089,99.0,23.0,66.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.6,3.8470768123342687,0.0431799999999999,0.0706770837471382,99.0,24.0,79.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.6,3.8470768123342687,0.0456769999999999,0.069201819661769,99.0,25.0,79.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.6,4.219004621945797,0.013362,0.0124726558719464,99.0,25.0,67.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.0,4.69041575982343,0.041055,0.073077018306031,99.0,25.0,65.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.8,4.54972526643093,0.0478784,0.0699184474105368,90.0,25.0,63.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.8,13.16054710108968,0.3225248,0.596292663237357,90.0,25.0,52.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.2,14.872793954062566,0.4219224,0.5737559152848012,90.0,26.0,54.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,62.6,13.202272531651513,0.4730557999999999,0.5376903339243695,90.0,30.0,56.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,64.2,12.517987058628874,0.4402206000000001,0.5650396415733148,150.0,30.0,68.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,64.2,12.517987058628874,0.4379534,0.567090835603345,150.0,30.0,57.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.4,10.310189135025604,0.1628838,0.2243537506076063,150.0,35.0,73.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.0,7.842193570679061,0.0607394,0.1126360794696797,150.0,36.0,74.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.2,8.318653737234168,0.0092238,0.0082515854658362,150.0,37.0,88.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.2,8.318653737234168,0.0083026,0.0087807039751947,109.0,37.0,80.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.6,8.049844718999244,0.0043384,0.0017205556660567,109.0,38.0,80.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.2,8.64291617453276,0.0043719999999999,0.0017906465312841,151.0,38.0,89.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,60.0,5.612486080160912,0.0068921999999999,0.0056447860189736,151.0,39.0,89.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,60.6,6.148170459575759,0.0075161999999999,0.0054376959458947,151.0,39.0,89.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0081868,0.0048462557918459,151.0,39.0,76.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0080458,0.0050099770159153,151.0,40.0,76.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.8,8.64291617453276,0.0073403999999999,0.0053648254678041,110.0,40.0,55.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.2,10.52140675005011,0.0044262,0.0021564598767424,215.0,41.0,90.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.4,8.61974477580398,0.0031862,0.0018577511135779,215.0,41.0,77.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.0,8.514693182963201,0.0034584,0.002380849491253,216.0,42.0,112.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.2,9.884331034521256,0.0057572,0.0055249768053811,216.0,43.0,112.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.2,9.884331034521251,0.0053264,0.0057892989471955,216.0,44.0,113.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.0,7.874007874011811,0.0058483999999999,0.0055154329204514,216.0,44.0,79.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.0,7.874007874011811,0.0690891999999999,0.1388365069882557,216.0,16.0,74.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.8,13.863621460498695,0.8310898,1.6747290329877846,51.0,16.0,41.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.8,13.16054710108968,1.136008,1.6270363735001443,68.0,16.0,45.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.6,11.991663771137016,1.1444072,1.61980913756396,69.0,16.0,50.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.6,11.991663771137016,1.1466992,1.617799850043169,69.0,16.0,51.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,12.409673645990855,1.0877902,1.6603541314141992,69.0,51.0,59.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.6,5.5497747702046425,0.3252904,0.6787838390764028,70.0,54.0,63.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.6,6.228964600958975,0.0265498,0.0177200042945818,71.0,54.0,63.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,48.8,4.147288270665545,0.0754696,0.1198967756251184,71.0,54.0,61.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.8,4.266145801540309,0.0733164,0.1213204462293969,106.0,55.0,71.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.6,4.219004621945797,0.077636,0.119439944903286,107.0,56.0,82.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.6,3.781534080237808,0.0845173999999999,0.1151044417900543,107.0,56.0,79.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.6,2.5099800796022267,0.0762008,0.1200194906992193,108.0,56.0,86.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.2,2.04939015319192,0.0276278,0.0211586398712204,109.0,57.0,97.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.2,2.0493901531919194,0.0896909999999999,0.1273939230575775,109.0,57.0,90.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.0,2.1213203435596424,0.0892656,0.1275865847622703,109.0,57.0,83.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.0,4.123105625617661,0.0839685999999999,0.1306980954501632,109.0,58.0,84.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.0,3.8078865529319534,0.0883452,0.1276817321808409,109.0,58.0,74.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.4,4.159326868617084,0.0797886,0.1326159076027457,74.0,58.0,67.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.4,4.39317652729776,0.0271426,0.0204421419694708,75.0,58.0,67.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.0,5.0,0.0855288,0.14022781837674,76.0,58.0,68.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.4,4.159326868617084,0.0913044,0.137036002836116,77.0,59.0,72.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.4,5.079370039680118,0.0898762,0.1379228244914524,77.0,61.0,72.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.4,4.39317652729776,0.0931808,0.1354863987553732,77.0,61.0,70.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.4,4.159326868617084,0.0835634,0.1407194147099112,78.0,61.0,70.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.4,4.39317652729776,0.0257129999999999,0.0171283817536858,79.0,61.0,71.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,49.4,4.39317652729776,0.4811174,1.0272813127524028,79.0,61.0,68.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.0,6.670832032063167,0.4787966,1.0285993462929577,160.0,62.0,88.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.4,6.50384501660364,0.4802407999999999,1.027797411262161,160.0,63.0,88.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,51.4,7.368853370776216,0.4804402,1.0276820605326824,160.0,63.0,86.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.0,7.842193570679061,0.4718515999999999,1.0324005502961533,160.0,63.0,94.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.4,7.700649323271382,0.0103153999999999,0.0095456010968403,160.0,64.0,95.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.0,8.514693182963201,0.009236,0.0102741770230028,162.0,64.0,95.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.4,8.324662155306964,0.0054088,0.0038434084742582,162.0,65.0,96.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.2,5.848076606885378,0.0055738,0.0038504426628635,162.0,66.0,96.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.8,6.572670690061994,0.0052746,0.0042399743277524,162.0,66.0,96.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.2,6.572670690061993,0.0035998,0.0029023241893351,162.0,67.0,107.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.2,6.572670690061993,0.0041912,0.0027206326837704,226.0,67.0,120.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,63.6,5.366563145999495,0.0032655999999999,0.0021502683088396,226.0,68.0,152.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.8,9.391485505499118,0.0035778,0.0026967600375265,226.0,69.0,152.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,59.0,9.899494936611664,0.0049111999999999,0.0024039772669474,226.0,69.0,142.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.8,10.61602562167217,0.005471,0.0020040699838079,226.0,69.0,132.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.2,9.884331034521256,0.004613,0.0030638825858704,227.0,69.0,133.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.6,9.044335243676011,0.0046224,0.003056282922113,227.0,69.0,133.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.6,9.044335243676011,0.0032833999999999,0.0028898692530977,227.0,71.0,134.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.002747,0.0021521334763438,227.0,72.0,134.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0022106,0.0016140505878069,227.0,73.0,135.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,48.6,8.049844718999243,0.0027023999999999,0.0012568835666043,227.0,73.0,104.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,45.0,0.0,0.0024656,0.0013726049322365,75.0,73.0,74.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,46.8,4.024922359499621,0.310171,0.6871763676946407,107.0,74.0,81.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,53.2,13.863621460498695,0.3931382,0.6657452128879335,107.0,75.0,81.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.2,13.255187663703596,0.4616684,0.6322957161082147,165.0,75.0,99.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.2,12.357184145265458,0.4690336,0.6257962264913396,165.0,75.0,100.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.2,12.357184145265457,0.4697274,0.6251498609891871,166.0,76.0,118.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,61.8,14.889593681494468,0.1974358,0.1826190190264968,166.0,76.0,113.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.8,12.517987058628874,0.2543266,0.2847548518898317,166.0,79.0,115.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.4,12.77888884058391,0.1867796,0.2975497623848824,173.0,79.0,116.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.8,12.517987058628876,0.183645,0.2995626000846901,173.0,81.0,118.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.8,12.517987058628874,0.1833142,0.2998100761460495,173.0,81.0,102.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.0,7.842193570679061,0.1481544,0.3107038653554216,173.0,85.0,112.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,55.4,7.700649323271382,0.0084642,0.0089269997871625,173.0,86.0,112.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.0,8.514693182963201,0.0084541999999999,0.0089282868009489,174.0,86.0,113.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.8,9.148770409186143,0.0046728,0.0020493284753791,174.0,87.0,130.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,58.8,9.148770409186143,0.0082166,0.0074005406086312,174.0,88.0,131.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.008354,0.0072653789646514,174.0,88.0,123.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.007984,0.007503812797505,174.0,89.0,123.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0068274,0.0080219659560484,174.0,89.0,115.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0073098,0.0079642846634208,236.0,89.0,127.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,57.0,9.0,0.0041499999999999,0.0022607479956863,236.0,90.0,128.0
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,56.6,9.20869154657707,0.0054952,0.0031326986289778,236.0,91.0,128.6
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.8,10.61602562167217,0.0053714,0.0032446025642596,236.0,92.0,129.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,54.2,9.884331034521256,0.0056006,0.0029503784164069,237.0,92.0,150.4
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.0,7.874007874011811,0.0045014,0.0030820293314632,237.0,92.0,122.2
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,50.0,7.874007874011811,0.00479,0.0032293612371489,237.0,93.0,122.8
Coordinator,Coordinator,Idle_Topology_B_idle3.pcapng,52.2,9.85900603509299,0.0050638,0.0037530120170337,238.0,94.0,151.8
