Device_ID,UP_Average Packet Length,UP_Packet Standard Variance,UP_Maximum Packet Length,UP_Minimum Packet Length,UP_Median Packet Length,UP_Kurtosis Packet Length,UP_Skew Packet Length,UP_Mad Packet Length,UP_Length,UP_Average IAT,UP_IAT Standard Variance,UP_Maximum IAT,UP_Minimum IAT,UP_Median IAT,UP_Kurtosis IAT,UP_Skew IAT,UP_Mad IAT,TOT_Average Packet Length,TOT_Packet Standard Variance,TOT_Maximum Packet Length,TOT_Minimum Packet Length,TOT_Median Packet Length,TOT_Kurtosis Packet Length,TOT_Skew Packet Length,TOT_Mad Packet Length,TOT_Length,TOT_Average IAT,TOT_IAT Standard Variance,TOT_Maximum IAT,TOT_Minimum IAT,TOT_Median IAT,TOT_Kurtosis IAT,TOT_Skew IAT,TOT_Mad IAT,DOWN_Average Packet Length,DOWN_Packet Standard Variance,DOWN_Maximum Packet Length,DOWN_Minimum Packet Length,DOWN_Median Packet Length,DOWN_Kurtosis Packet Length,DOWN_Skew Packet Length,DOWN_Mad Packet Length,DOWN_Length,DOWN_Average IAT,DOWN_IAT Standard Variance,DOWN_Maximum IAT,DOWN_Minimum IAT,DOWN_Median IAT,DOWN_Kurtosis IAT,DOWN_Skew IAT,DOWN_Mad IAT
0,23069,2289,17459,26886,23110,22552,9678,2356,4468,6564,9125,6580,6380,6410,11571,19786,11386,8148,8549,8601,5173,6284,4231,18743,9010,4449,117,8052,358,6,95,3714,11283,189,16556,4734,15403,19324,15866,6935,25787,4994,3985,6048,8194,6005,5908,6037,3264,8407,10445
0,19456,9940,16677,19324,20005,10250,15609,9219,2978,6744,8799,6350,6680,6744,5866,4937,11072,7855,6899,7372,5173,7630,4340,18166,6465,809,285,8164,479,74,280,2792,8235,304,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19456,9940,16677,19324,20005,10250,15609,9219,2978,6744,8799,6350,6680,6744,5866,4937,11072,7855,6899,7372,5173,7630,4340,18166,6465,809,285,8164,479,74,280,2792,8235,304,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19456,9940,16677,19324,20005,10250,15609,9219,2978,6744,8799,6350,6680,6744,5866,4937,11072,7855,6899,7372,5173,7630,4340,18166,6465,809,285,8164,479,74,280,2792,8235,304,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19456,9940,16677,19324,20005,10250,15609,9219,2978,6744,8799,6350,6680,6744,5866,4937,11072,7855,6899,7372,5173,7630,4340,18166,6465,809,285,8164,479,74,280,2792,8235,304,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19456,9940,16677,19324,20005,10250,15609,9219,2978,6744,8799,6350,6680,6744,5866,4937,11072,7855,6899,7372,5173,7630,4340,18166,6465,809,285,8164,479,74,280,2792,8235,304,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,0,0,0,0,0,10250,15313,0,0,0,0,0,0,0,5866,4937,0,6284,0,2867,11210,6284,5285,14418,0,0,32767,0,31818,32767,32767,2792,4247,0,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,22930,2492,17459,26886,23110,8457,15458,2805,5213,6575,9041,6525,6380,6413,7611,16377,11331,9747,7752,8601,5173,8079,4451,17560,8107,4854,152,8066,376,25,73,3033,10771,223,17246,5334,15403,19324,17073,3645,21980,6243,3985,6144,8396,6436,5948,6122,5401,13807,10602
0,22930,2492,17459,26886,23110,8457,15458,2805,5213,6575,9041,6525,6380,6413,7611,16377,11331,9747,7752,8601,5173,8079,4451,17560,8107,4854,152,8066,376,25,73,3033,10771,223,17246,5334,15403,19324,17073,3645,21980,6243,3985,6144,8396,6436,5948,6122,5401,13807,10602
0,22930,2492,17459,26886,23110,8457,15458,2805,5213,6575,9041,6525,6380,6413,7611,16377,11331,9747,7752,8601,5173,8079,4451,17560,8107,4854,152,8066,376,25,73,3033,10771,223,17246,5334,15403,19324,17073,3645,21980,6243,3985,6144,8396,6436,5948,6122,5401,13807,10602
0,22930,2492,17459,26886,23110,8457,15458,2805,5213,6575,9041,6525,6380,6413,7611,16377,11331,9747,7752,8601,5173,8079,4451,17560,8107,4854,152,8066,376,25,73,3033,10771,223,17246,5334,15403,19324,17073,3645,21980,6243,3985,6144,8396,6436,5948,6122,5401,13807,10602
0,22930,2492,17459,26886,23110,8457,15458,2805,5213,6575,9041,6525,6380,6413,7611,16377,11331,10013,8005,8601,5173,8079,4353,17207,8447,4449,131,8046,349,25,70,3375,11311,192,17098,5495,15403,19324,15866,3661,22903,6345,3542,6130,8425,6436,5948,6042,5843,14670,10615
0,19803,5126,15635,22685,19660,10250,15313,4809,2234,7392,0,6894,7392,7392,5866,4937,10961,9875,2623,5734,12072,9875,5285,17706,2069,404,730,8626,1112,276,732,2792,4247,927,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19803,5126,15635,22685,19660,10250,15313,4809,2234,7392,0,6894,7392,7392,5866,4937,10961,9875,2623,5734,12072,9875,5285,17706,2069,404,730,8626,1112,276,732,2792,4247,927,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19803,5126,15635,22685,19660,10250,15313,4809,2234,7392,0,6894,7392,7392,5866,4937,10961,9875,2623,5734,12072,9875,5285,17706,2069,404,730,8626,1112,276,732,2792,4247,927,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19803,5126,15635,22685,19660,10250,15313,4809,2234,7392,0,6894,7392,7392,5866,4937,10961,9875,2623,5734,12072,9875,5285,17706,2069,404,730,8626,1112,276,732,2792,4247,927,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,19803,5126,15635,22685,19660,10250,15313,4809,2234,7392,0,6894,7392,7392,5866,4937,10961,9875,2623,5734,12072,9875,5285,17706,2069,404,730,8626,1112,276,732,2792,4247,927,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
0,0,0,0,0,0,10250,15313,0,0,0,0,0,0,0,5866,4937,0,5386,7420,4915,5173,5386,5285,14418,6207,0,509,0,474,519,511,2792,4247,0,0,0,0,0,0,5285,18991,0,0,0,0,0,0,0,2928,3920,0
