Device_ID,UP_Average Packet Length,UP_Packet Standard Variance,UP_Maximum Packet Length,UP_Minimum Packet Length,UP_Median Packet Length,UP_Kurtosis Packet Length,UP_Skew Packet Length,UP_Mad Packet Length,UP_Length,UP_Average IAT,UP_IAT Standard Variance,UP_Maximum IAT,UP_Minimum IAT,UP_Median IAT,UP_Kurtosis IAT,UP_Skew IAT,UP_Mad IAT,TOT_Average Packet Length,TOT_Packet Standard Variance,TOT_Maximum Packet Length,TOT_Minimum Packet Length,TOT_Median Packet Length,TOT_Kurtosis Packet Length,TOT_Skew Packet Length,TOT_Mad Packet Length,TOT_Length,TOT_Average IAT,TOT_IAT Standard Variance,TOT_Maximum IAT,TOT_Minimum IAT,TOT_Median IAT,TOT_Kurtosis IAT,TOT_Skew IAT,TOT_Mad IAT,DOWN_Average Packet Length,DOWN_Packet Standard Variance,DOWN_Maximum Packet Length,DOWN_Minimum Packet Length,DOWN_Median Packet Length,DOWN_Kurtosis Packet Length,DOWN_Skew Packet Length,DOWN_Mad Packet Length,DOWN_Length,DOWN_Average IAT,DOWN_IAT Standard Variance,DOWN_Maximum IAT,DOWN_Minimum IAT,DOWN_Median IAT,DOWN_Kurtosis IAT,DOWN_Skew IAT,DOWN_Mad IAT
0,0,0,0,0,0,1310720,1756181,0,0,0,0,0,0,0,733370,610527,0,294780,648773,533820,662258,0,579857,2701608,815559,444850,24308,1112273,101596,4082,10237,1247145,2407427,49185,2599034,798833,2315605,2473563,2473563,579857,2653533,1014308,687590,784484,1095557,824773,767946,773508,1416407,2557668,1367634
0,2849975,176803,2315605,2849975,2849975,1310720,1756181,233016,306900,834411,0,760616,834411,834411,733370,610527,1395808,589560,749138,533820,662258,903388,676500,1642035,815559,63550,13309,1086816,20536,5042,13309,493639,542528,19137,0,0,0,0,0,676500,1907060,0,0,0,0,0,0,0,560697,630653,0
0,2849975,176803,2315605,2849975,2849975,1310720,1756181,233016,306900,834411,0,760616,834411,834411,733370,610527,1395808,589560,749138,533820,662258,903388,676500,1642035,815559,63550,13309,1086816,20536,5042,13309,493639,542528,19137,0,0,0,0,0,676500,1907060,0,0,0,0,0,0,0,560697,630653,0
0,2849975,176803,2315605,2849975,2849975,1310720,1756181,233016,306900,834411,0,760616,834411,834411,733370,610527,1395808,589560,749138,533820,662258,903388,676500,1642035,815559,63550,13309,1086816,20536,5042,13309,493639,542528,19137,0,0,0,0,0,676500,1907060,0,0,0,0,0,0,0,560697,630653,0
0,2849975,176803,2315605,2849975,2849975,1310720,1756181,233016,306900,834411,0,760616,834411,834411,733370,610527,1395808,589560,749138,533820,662258,903388,676500,1642035,815559,63550,13309,1086816,20536,5042,13309,493639,542528,19137,0,0,0,0,0,676500,1907060,0,0,0,0,0,0,0,560697,630653,0
0,2849975,176803,2315605,2849975,2849975,1310720,1756181,233016,306900,834411,0,760616,834411,834411,733370,610527,1395808,589560,749138,533820,662258,903388,676500,1642035,815559,63550,13309,1086816,20536,5042,13309,493639,542528,19137,0,0,0,0,0,676500,1907060,0,0,0,0,0,0,0,560697,630653,0
0,3441480,826421,2927274,3118841,3441480,2097152,1525052,792257,613800,904562,1205944,924885,843933,879849,1251090,2230209,1488475,1122147,1289048,1601461,662258,903388,720814,2588311,1416847,953250,58415,1227023,513935,2189,13248,1861184,2919419,159895,2746910,789932,2402986,2473563,2742429,677920,2095697,887520,893868,832691,1237999,1172218,766552,783190,1640943,2741681,1476590
0,3441480,826421,2927274,3118841,3441480,2097152,1525052,792257,613800,904562,1205944,924885,843933,879849,1251090,2230209,1488475,1284400,1607499,2440322,662258,1032444,919447,2772122,1776753,1016800,55196,1222821,513935,2189,11557,1942945,2977285,152058,2858248,1626672,3407872,2473563,2742429,1914798,3343649,1400047,962627,827334,1231440,1172218,766552,780183,1731406,2811706,1467933
0,3441480,826421,2927274,3118841,3441480,2097152,1525052,792257,613800,904562,1205944,924885,843933,879849,1251090,2230209,1488475,1284400,1607499,2440322,662258,1032444,919447,2772122,1776753,1016800,55196,1222821,513935,2189,11557,1942945,2977285,152058,2858248,1626672,3407872,2473563,2742429,1914798,3343649,1400047,962627,827334,1231440,1172218,766552,780183,1731406,2811706,1467933
0,3441480,826421,2927274,3118841,3441480,2097152,1525052,792257,613800,904562,1205944,924885,843933,879849,1251090,2230209,1488475,1216800,1620930,2440322,662258,903388,920865,2780512,1771832,1080351,166156,1608523,1869208,2189,13248,2070204,3069233,526586,2830771,1610592,3407872,2473563,2742429,1934730,3347984,1414885,1031386,945740,1670330,2289518,766552,783190,1862476,2917300,1789035
0,3280160,1476038,2927274,2473563,3441480,2400073,1298414,1431389,818400,1400598,2743149,3562724,843933,885855,1754919,2773809,2803534,1191153,1603768,2440322,662258,903388,905161,2751717,1772592,1207451,202572,1620943,1869208,2189,15118,1625400,2736550,624453,2830771,1610592,3407872,2473563,2742429,1934730,3347984,1414885,1031386,945740,1670330,2289518,766552,783190,1862476,2917300,1789035
0,2876862,2052087,2665130,2473563,2876862,1310720,1756181,1980643,306900,876962,0,799405,876962,876962,733370,610527,1395808,1484429,2824898,2440322,662258,967916,710865,2743456,3080192,127100,1037700,2167573,1869208,55282,1006306,493639,1143458,1400991,3333933,4194303,3407872,2473563,3333933,676500,1907060,4194303,206277,2366614,0,2289518,2366614,2366614,560697,630653,1335235
0,2876862,2052087,2665130,2473563,2876862,1310720,1756181,1980643,306900,876962,0,799405,876962,876962,733370,610527,1395808,631672,1605297,1143901,662258,0,676500,3059645,1747626,63550,530313,1810062,916452,55282,530313,493639,542528,985729,0,0,0,0,0,676500,1907060,0,0,0,0,0,0,0,560697,630653,0
