Device_ID,UP_Average Packet Length,UP_Packet Standard Variance,UP_Maximum Packet Length,UP_Minimum Packet Length,UP_Median Packet Length,UP_Kurtosis Packet Length,UP_Skew Packet Length,UP_Mad Packet Length,UP_Length,UP_Average IAT,UP_IAT Standard Variance,UP_Maximum IAT,UP_Minimum IAT,UP_Median IAT,UP_Kurtosis IAT,UP_Skew IAT,UP_Mad IAT,TOT_Average Packet Length,TOT_Packet Standard Variance,TOT_Maximum Packet Length,TOT_Minimum Packet Length,TOT_Median Packet Length,TOT_Kurtosis Packet Length,TOT_Skew Packet Length,TOT_Mad Packet Length,TOT_Length,TOT_Average IAT,TOT_IAT Standard Variance,TOT_Maximum IAT,TOT_Minimum IAT,TOT_Median IAT,TOT_Kurtosis IAT,TOT_Skew IAT,TOT_Mad IAT,DOWN_Average Packet Length,DOWN_Packet Standard Variance,DOWN_Maximum Packet Length,DOWN_Minimum Packet Length,DOWN_Median Packet Length,DOWN_Kurtosis Packet Length,DOWN_Skew Packet Length,DOWN_Mad Packet Length,DOWN_Length,DOWN_Average IAT,DOWN_IAT Standard Variance,DOWN_Maximum IAT,DOWN_Minimum IAT,DOWN_Median IAT,DOWN_Kurtosis IAT,DOWN_Skew IAT,DOWN_Mad IAT
0,387044706365,38416651459,292916305074,451081693446,387722521373,378362031703,162374526269,39542069549,74966701893,110130567933,153092866678,110408416230,107054070165,107542420050,194138218616,331966814945,191028948238,136714828321,143429907679,144310901145,86803549561,105432621841,70999523051,314469178130,151175986743,74658196947,1964605533,135092701358,6011670861,102281460,1601953719,62310706328,189310527755,3176624580,277771358596,79426239846,258432220203,324214967164,266197551987,116357139015,432639051361,83794659739,66862193580,101483668026,137476532427,100756264053,99121582067,101293621458,54770026545,141061500289,175241813164
0,326423246332,166768139773,279800649623,324214967164,335640391636,171982741683,261875925042,154671360482,49977801262,113159881623,147627820431,106539706708,112084553282,113159881623,98422397781,82834578536,185760875116,131790777301,115753164891,123695058124,86803549561,128025326521,72814297761,304781436941,108478013585,13574217626,4798003268,136976913582,8040400376,1254652577,4705227513,46848337210,138167022187,5108766059,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,326423246332,166768139773,279800649623,324214967164,335640391636,171982741683,261875925042,154671360482,49977801262,113159881623,147627820431,106539706708,112084553282,113159881623,98422397781,82834578536,185760875116,131790777301,115753164891,123695058124,86803549561,128025326521,72814297761,304781436941,108478013585,13574217626,4798003268,136976913582,8040400376,1254652577,4705227513,46848337210,138167022187,5108766059,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,326423246332,166768139773,279800649623,324214967164,335640391636,171982741683,261875925042,154671360482,49977801262,113159881623,147627820431,106539706708,112084553282,113159881623,98422397781,82834578536,185760875116,131790777301,115753164891,123695058124,86803549561,128025326521,72814297761,304781436941,108478013585,13574217626,4798003268,136976913582,8040400376,1254652577,4705227513,46848337210,138167022187,5108766059,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,326423246332,166768139773,279800649623,324214967164,335640391636,171982741683,261875925042,154671360482,49977801262,113159881623,147627820431,106539706708,112084553282,113159881623,98422397781,82834578536,185760875116,131790777301,115753164891,123695058124,86803549561,128025326521,72814297761,304781436941,108478013585,13574217626,4798003268,136976913582,8040400376,1254652577,4705227513,46848337210,138167022187,5108766059,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,326423246332,166768139773,279800649623,324214967164,335640391636,171982741683,261875925042,154671360482,49977801262,113159881623,147627820431,106539706708,112084553282,113159881623,98422397781,82834578536,185760875116,131790777301,115753164891,123695058124,86803549561,128025326521,72814297761,304781436941,108478013585,13574217626,4798003268,136976913582,8040400376,1254652577,4705227513,46848337210,138167022187,5108766059,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,0,0,0,0,0,171982741683,256920891709,0,0,0,0,0,0,0,98422397781,82834578536,0,105432621841,0,48103633715,188074357382,105432621841,88670292562,241897191604,0,0,549755813887,0,533820313608,549755813887,549755813887,46848337210,71261944553,0,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,384713111749,41821731391,292916305074,451081693446,387722521373,141885761888,259349755491,47073892320,87461152209,110313584642,151686474755,109476353850,107044590745,107598124955,127692494768,274771631765,190106118909,163528148162,130063744496,144310901145,86803549561,135556228081,74685011886,294615085616,136018146014,81445305761,2553150007,135331689771,6322912165,427722469,1238296088,50894002217,180719227113,3744177929,289345165204,89490479278,258432220203,324214967164,286451713552,61160517498,368774774554,104743324674,66862193580,103083592323,140867412475,107985441738,99802795094,102723507059,90614730148,231653520599,177877048031
0,384713111749,41821731391,292916305074,451081693446,387722521373,141885761888,259349755491,47073892320,87461152209,110313584642,151686474755,109476353850,107044590745,107598124955,127692494768,274771631765,190106118909,163528148162,130063744496,144310901145,86803549561,135556228081,74685011886,294615085616,136018146014,81445305761,2553150007,135331689771,6322912165,427722469,1238296088,50894002217,180719227113,3744177929,289345165204,89490479278,258432220203,324214967164,286451713552,61160517498,368774774554,104743324674,66862193580,103083592323,140867412475,107985441738,99802795094,102723507059,90614730148,231653520599,177877048031
0,384713111749,41821731391,292916305074,451081693446,387722521373,141885761888,259349755491,47073892320,87461152209,110313584642,151686474755,109476353850,107044590745,107598124955,127692494768,274771631765,190106118909,163528148162,130063744496,144310901145,86803549561,135556228081,74685011886,294615085616,136018146014,81445305761,2553150007,135331689771,6322912165,427722469,1238296088,50894002217,180719227113,3744177929,289345165204,89490479278,258432220203,324214967164,286451713552,61160517498,368774774554,104743324674,66862193580,103083592323,140867412475,107985441738,99802795094,102723507059,90614730148,231653520599,177877048031
0,384713111749,41821731391,292916305074,451081693446,387722521373,141885761888,259349755491,47073892320,87461152209,110313584642,151686474755,109476353850,107044590745,107598124955,127692494768,274771631765,190106118909,163528148162,130063744496,144310901145,86803549561,135556228081,74685011886,294615085616,136018146014,81445305761,2553150007,135331689771,6322912165,427722469,1238296088,50894002217,180719227113,3744177929,289345165204,89490479278,258432220203,324214967164,286451713552,61160517498,368774774554,104743324674,66862193580,103083592323,140867412475,107985441738,99802795094,102723507059,90614730148,231653520599,177877048031
0,384713111749,41821731391,292916305074,451081693446,387722521373,141885761888,259349755491,47073892320,87461152209,110313584642,151686474755,109476353850,107044590745,107598124955,127692494768,274771631765,190106118909,167997034802,134309006772,144310901145,86803549561,135556228081,73046178717,288688681292,141727487572,74658196947,2200307764,134994509603,5857783177,427722469,1185592083,56630702954,189775016612,3225101767,286865063788,92195476843,258432220203,324214967164,266197551987,61437730184,384251073114,106453419771,59433060960,102853421834,141349415663,107985441738,99802795094,101373279034,98033823925,246123388654,178097432273
0,332252232874,86010075143,262313109021,380600178845,329853488332,171982741683,256920891709,80698101121,37483350946,124032137079,0,115676659682,124032137079,124032137079,98422397781,82834578536,183904178529,165679834322,44013352599,96207267430,202541615642,165679834322,88670292562,297059814274,34712964347,6787108813,12255172504,144729341387,18667084290,4640354875,12282513252,46848337210,71261944553,15560319323,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
0,332252232874,86010075143,262313109021,380600178845,329853488332,171982741683,256920891709,80698101121,37483350946,124032137079,0,115676659682,124032137079,124032137079,98422397781,82834578536,183904178529,165679834322,44013352599,96207267430,202541615642,165679834322,88670292562,297059814274,34712964347,6787108813,12255172504,144729341387,18667084290,4640354875,12282513252,46848337210,71261944553,15560319323,0,0,0,0,0,88670292562,318621376906,0,0,0,0,0,0,0,49135129436,65780189200,0
