Device Name,Device Type,Average Packet Length,Packet Standard Variance,Average IAT,IAT Standard Variance,Sequence Number Maximum,Sequence Number Minimum,Sequence Number Average
Aqara Button,Button,53.0,0.0,0.071271,0.0,115.0,115.0,115.0
Aqara Button,Button,53.0,0.0,0.050972,0.0,116.0,116.0,116.0
Aqara Button,Button,53.0,0.0,0.1735225,0.1213586155347036,118.0,117.0,117.5
Aqara Button,Button,53.0,0.0,0.309283,0.0,119.0,119.0,119.0
Aqara Button,Button,53.0,0.0,0.948756,0.0,120.0,120.0,120.0
Aqara Button,Button,53.0,0.0,0.624305,0.0,121.0,121.0,121.0
Aqara Button,Button,53.0,0.0,0.020079,0.0,122.0,122.0,122.0
Aqara Button,Button,53.0,0.0,1.140447,0.0,123.0,123.0,123.0
Aqara Button,Button,53.0,0.0,0.412775,0.0,124.0,124.0,124.0
Aqara Button,Button,53.0,0.0,0.251998,0.0,127.0,127.0,127.0
Aqara Button,Button,53.0,0.0,0.261762,0.0,128.0,128.0,128.0
Aqara Button,Button,53.0,0.0,0.48181,0.0,129.0,129.0,129.0
Aqara Button,Button,53.0,0.0,0.164764,0.0,130.0,130.0,130.0
Aqara Button,Button,53.0,0.0,0.056320749999999996,0.103942275446118,131.0,131.0,131.0
Aqara Button,Button,53.0,0.0,0.345659,0.0,132.0,132.0,132.0
Aqara Button,Button,53.0,0.0,0.657736,0.0,133.0,133.0,133.0
Aqara Button,Button,53.0,0.0,0.42333,0.0,134.0,134.0,134.0
Aqara Button,Button,53.0,0.0,0.524528,0.0,135.0,135.0,135.0
Aqara Button,Button,53.0,0.0,0.004278,0.0,136.0,136.0,136.0
Aqara Button,Button,53.0,0.0,0.428705,0.0,137.0,137.0,137.0
Aqara Button,Button,53.0,0.0,0.250482,0.0,138.0,138.0,138.0
Aqara Button,Button,53.0,0.0,0.220672,0.0,139.0,139.0,139.0
Aqara Button,Button,53.0,0.0,0.29204600000000003,0.13819129246084935,141.0,140.0,140.5
Aqara Button,Button,53.0,0.0,0.6443835,0.9049941494355087,142.0,142.0,142.0
Aqara Button,Button,53.0,0.0,0.441454,0.0,143.0,143.0,143.0
