Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:06.696638000",0.071271,53,0xc31c,0x1cd8,115.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:06.702765000",0.004047,57,0x1cd8,0x0000,195.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:06.751550000",0.046578,53,0x1cd8,0x0000,196.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:09.190996000",0.050972,53,0xc31c,0x1cd8,116.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:09.196407000",0.003332,57,0x1cd8,0x0000,197.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:09.244628000",0.023498,53,0x1cd8,0x0000,198.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:15.207498000",0.259336,53,0xc31c,0x1cd8,117.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:15.262231000",0.019054,53,0x1cd8,0x0000,211.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:15.288078000",0.003294,57,0x1cd8,0x0000,212.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:15.627511000",0.087709,53,0xc31c,0x1cd8,118.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:15.636942000",0.007352,57,0x1cd8,0x0000,213.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:15.691588000",0.052439,53,0x1cd8,0x0000,214.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:25.934696000",0.309283,53,0xc31c,0x1cd8,119.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:25.941096000",0.004321,57,0x1cd8,0x0000,215.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:25.989745000",0.046442,53,0x1cd8,0x0000,216.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:29.204256000",0.948756,53,0xc31c,0x1cd8,120.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:29.208983000",0.002648,57,0x1cd8,0x0000,218.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:29.258946000",0.047757,53,0x1cd8,0x0000,219.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:33.385810000",0.624305,53,0xc31c,0x1cd8,121.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:33.392434000",0.004545,57,0x1cd8,0x0000,228.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:33.439429000",0.044788,53,0x1cd8,0x0000,229.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:33.745825000",0.020079,53,0xc31c,0x1cd8,122.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:12:33.752603000",0.004699,57,0x1cd8,0x0000,230.0,0xc31c,0x0000
