Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Aqara Door 2,Door,Coordinator,Coordinator,Aqara Door 2,Door,Coordinator,Coordinator,"Nov 28, 2023 16:49:10.205003000",0.12711,83,0xe01d,0x0000,97.0,0xe01d,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:39:46.096030000",0.057314,57,0x27d7,0x0000,165.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:41:19.914439000",0.184044,57,0x27d7,0x0000,166.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:42:40.828998000",0.416428,57,0x27d7,0x0000,167.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:43:24.866164000",0.46461,57,0x27d7,0x0000,168.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:44:07.406044000",3.108492,57,0x27d7,0x0000,169.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:44:47.460911000",0.026999,57,0x27d7,0x0000,170.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:45:55.992780000",0.00206,57,0x27d7,0x0000,171.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:47:15.671484000",3.121092,57,0x27d7,0x0000,172.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:47:48.991973000",0.620708,57,0x27d7,0x0000,173.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:50:02.167317000",0.825672,57,0x27d7,0x0000,174.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:50:32.263448000",0.074146,57,0x27d7,0x0000,175.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:51:11.688031000",0.178125,57,0x27d7,0x0000,176.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:51:48.736468000",1.218757,57,0x27d7,0x0000,177.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:52:28.863542000",1.231123,57,0x27d7,0x0000,178.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:53:57.062022000",0.8511,57,0x27d7,0x0000,179.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:54:46.440400000",0.040378,57,0x27d7,0x0000,180.0,0x27d7,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Nov 28, 2023 16:55:32.009984000",0.082263,57,0x27d7,0x0000,181.0,0x27d7,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:39:49.564334000",1.622278,53,0x187a,0x0000,157.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:39:49.780928000",0.214515,100,0x187a,0x0000,158.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:41:35.651681000",1.987132,53,0x187a,0x0000,160.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:43:29.035702000",2.796057,53,0x187a,0x0000,161.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:43:47.175191000",0.087584,55,0x187a,0x0000,162.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:44:52.206559000",4.55688,53,0x187a,0x0000,163.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:46:13.758677000",0.552985,53,0x187a,0x0000,164.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:47:21.491922000",0.15794,53,0x187a,0x0000,165.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:48:44.416657000",0.268808,55,0x187a,0x0000,166.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:50:14.907327000",0.018372,53,0x187a,0x0000,167.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:53:44.524173000",0.636287,55,0x187a,0x0000,168.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:54:05.770284000",0.452839,53,0x187a,0x0000,169.0,0x187a,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Nov 28, 2023 16:55:36.181427000",0.541132,53,0x187a,0x0000,170.0,0x187a,0x0000
Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Nov 28, 2023 16:39:42.621569000",1.621569,71,0xec7f,0xffff,133.0,0xec7f,0xfffc
Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Nov 28, 2023 16:39:58.761834000",0.045655,71,0xec7f,0xffff,134.0,0xec7f,0xfffc
