Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 13, 2023 16:18:42.000000",0.000000,77,0x054f,0xffff,0x8841,11,0x054f,0xfffc,0x1209,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:42.053716",0.053716,74,0x6e5f,0xffff,0x8841,74,0x6e5f,0xfffc,0x1209,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:42.750605",0.696889,77,0xe694,0xffff,0x8841,93,0xe694,0xfffc,0x1209,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:43.360394",0.609789,12,0x2cae,0x0000,0x8863,166,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:43.361160",0.000766,5,,,0x0002,166,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:45.216973",1.855813,74,0xc8f0,0xffff,0x8841,102,0xc8f0,0xfffc,0x1209,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:45.630306",0.413333,77,0x82eb,0xffff,0x8841,93,0x82eb,0xfffc,0x1209,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.279416",,52,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.281434",0.002018,5,,,0x0002,217,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.289124",,63,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.291523",0.002399,5,,,0x0002,94,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.315532",,52,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.317536",0.002004,5,,,0x0002,218,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.325485",,63,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.327884",0.002399,5,,,0x0002,75,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.335736",,45,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.337529",0.001793,5,,,0x0002,219,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.355209",,54,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.357289",0.002080,5,,,0x0002,220,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.365409",,66,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.367904",0.002495,5,,,0x0002,95,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.376613",,45,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.378405",0.001792,5,,,0x0002,221,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.388511",,54,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.390583",0.002072,5,,,0x0002,222,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.398424",,66,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.400919",0.002495,5,,,0x0002,76,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.402379",,54,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.404459",0.002080,5,,,0x0002,223,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.412387",,66,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.414882",0.002495,5,,,0x0002,103,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.418698",,54,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.420768",0.002070,5,,,0x0002,223,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.435134",,52,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.440200",,52,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.445101",,52,,,,,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.447119",0.002018,5,,,0x0002,224,,,,,,AppInteraction5.pcapng
"Oct 13, 2023 16:18:47.452657",0.005538,63,0xc8f0,0x0000,0x8861,104,,,,,,AppInteraction5.pcapng
