Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Aqara Motion,Motion,Coordinator,Coordinator,Unknown,Unknown,,,2023-11-28 17:31:28.000000,57,0x27d7,0x0000,211.0,,,0.0
Coordinator,Coordinator,Aqara Motion,Motion,Unknown,Unknown,,,2023-11-28 17:31:28.002206,5,0x0000,0x27d7,211.0,,,0.002206
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,Broadcast,Broadcast,2023-11-28 17:31:28.388677,59,0x4308,0xffff,233.0,0x4308,0xfffc,0.386471
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:29.036156,59,0x4308,0xffff,251.0,,,0.647479
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:29.354673,59,0x4308,0xffff,236.0,,,0.318517
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:30.618116,71,0x4e11,0xffff,87.0,,,1.263443
Power Plug 1,Socket,Broadcast,Broadcast,Power Plug 1,Socket,Broadcast,Broadcast,2023-11-28 17:31:31.166370,71,0x3d95,0xffff,251.0,0x3d95,0xfffc,0.548254
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:31.397691,59,0x4308,0xffff,237.0,,,0.231321
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:31.724128,59,0x4308,0xffff,238.0,,,0.326437
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,Broadcast,Broadcast,2023-11-28 17:31:32.043941,59,0x4308,0xffff,239.0,0x4308,0xfffc,0.319813
Unknown,Unknown,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:32.363154,59,0x4308,0xffff,240.0,,,0.319213
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-11-28 17:31:33.504579,71,0x0000,0xffff,142.0,0x0000,0xfffc,1.141425
Smart Socket,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:37.665425,68,0xe1a6,0xffff,101.0,,,4.160846
Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:38.970057,71,0x0112,0xffff,106.0,,,1.304632
Moes Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-11-28 17:31:39.739361,65,0x1e15,0xffff,24.0,,,0.769304
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-11-28 17:31:39.822188,52,0x0000,0xe1a6,143.0,,,0.082827
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-11-28 17:31:39.824204,5,0xe1a6,0x0000,143.0,,,0.002016
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-11-28 17:31:39.831728,63,0xe1a6,0x0000,102.0,,,0.007524
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-11-28 17:31:39.834126,5,0x0000,0xe1a6,102.0,,,0.002398
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-11-28 17:31:39.857834,52,0x0000,0xec7f,144.0,,,0.023708
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-11-28 17:31:39.859867,5,0xec7f,0x0000,144.0,,,0.002033
Ledvance Bulb,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-11-28 17:31:39.863644,52,0xec7f,0x3d95,132.0,,,0.003777
Power Plug 1,Socket,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-11-28 17:31:39.865660,5,0x3d95,0xec7f,132.0,,,0.002016
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-11-28 17:31:39.869390,45,0x0000,0xe1a6,145.0,0x0000,0xe1a6,0.00373
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-11-28 17:31:39.871182,5,0xe1a6,0x0000,145.0,,,0.001792
