Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Philips Lamp 3,Bulb,Unknown,Unknown,Coordinator,Coordinator,Unknown,Unknown,"Nov 28, 2023 16:33:23.286374000",0.002406,50,0x711c,0xb1bf,201.0,0x0000,0xb1bf
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,"Nov 28, 2023 16:33:23.288327000",0.001953,5,,,201.0,,
Unknown,Unknown,Coordinator,Coordinator,Unknown,Unknown,Coordinator,Coordinator,"Nov 28, 2023 16:33:23.293234000",0.004907,45,0xb1bf,0x0000,54.0,0xb1bf,0x0000
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,"Nov 28, 2023 16:33:23.295057000",0.001823,5,,,54.0,,
Philips Lamp 3,Bulb,Broadcast,Broadcast,Philips Lamp 3,Bulb,Broadcast,Broadcast,"Nov 28, 2023 16:33:23.881620000",0.586563,74,0x711c,0xffff,202.0,0x711c,0xfffc
Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,"Nov 28, 2023 16:33:23.901286000",0.019666,68,0x1e15,0xffff,52.0,0x1e15,0xfffc
Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,"Nov 28, 2023 16:33:24.298149000",0.396863,74,0x0112,0xffff,38.0,0x0112,0xfffc
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,"Nov 28, 2023 16:33:24.585098000",0.286949,47,0x0000,0x1cd8,58.0,0x0000,0x1cd8
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,"Nov 28, 2023 16:33:24.586985000",0.001887,5,,,58.0,,
Philips Lamp 1,Bulb,Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,"Nov 28, 2023 16:33:24.590661000",0.003676,55,0x1cd8,0x0000,226.0,0x1cd8,0x0000
