Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Philips Motion,Motion,Philips Lamp 2,Bulb,Philips Motion,Motion,Coordinator,Coordinator,2023-10-28 13:29:04.000000,53,0x059b,0x5bb9,24.0,0x059b,0x0000,0.0
Philips Lamp 2,Bulb,Philips Motion,Motion,Unknown,Unknown,,,2023-10-28 13:29:04.002079,5,0x5bb9,0x059b,24.0,,,0.002079
Philips Lamp 2,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-28 13:29:04.006500,57,0x5bb9,0x0000,191.0,,,0.004421
Coordinator,Coordinator,Philips Lamp 2,Bulb,Unknown,Unknown,,,2023-10-28 13:29:04.008707,5,0x0000,0x5bb9,191.0,,,0.002207
Philips Motion,Motion,Philips Lamp 2,Bulb,Unknown,Unknown,,,2023-10-28 13:29:04.009667,12,0x059b,0x5bb9,25.0,,,0.00096
Philips Lamp 2,Bulb,Philips Motion,Motion,Unknown,Unknown,,,2023-10-28 13:29:04.010434,5,0x5bb9,0x059b,25.0,,,0.000767
Philips Lamp 2,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-28 13:29:04.053458,53,0x5bb9,0x0000,192.0,,,0.043024
Coordinator,Coordinator,Philips Lamp 2,Bulb,Unknown,Unknown,,,2023-10-28 13:29:04.055537,5,0x0000,0x5bb9,192.0,,,0.002079
Coordinator,Coordinator,Philips Lamp 2,Bulb,Coordinator,Coordinator,Philips Motion,Motion,2023-10-28 13:29:04.097239,54,0x0000,0x5bb9,133.0,0x0000,0x059b,0.041702
Philips Lamp 2,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-28 13:29:04.099350,5,0x5bb9,0x0000,133.0,,,0.002111
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-28 13:29:05.389733,60,0xe1a6,0x0000,4.0,0xe1a6,0x0000,1.290383
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-28 13:29:05.392036,5,0x0000,0xe1a6,4.0,,,0.002303
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-28 13:29:05.433971,50,0x0000,0xe1a6,134.0,,,0.041935
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-28 13:29:05.435924,5,0xe1a6,0x0000,134.0,,,0.001953
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-28 13:29:05.441181,45,0xe1a6,0x0000,5.0,0xe1a6,0x0000,0.005257
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-28 13:29:05.443003,5,0x0000,0xe1a6,5.0,,,0.001822
Philips Motion,Motion,Philips Lamp 2,Bulb,Unknown,Unknown,,,2023-10-28 13:29:05.536485,12,0x059b,0x5bb9,26.0,,,0.093482
