Device Name,Device Type,Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
Unknown,Unknown,"Oct 13, 2023 18:18:47.356441",0.002079,5,,,0x0002,42.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:47.358558",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.360351",0.001793,5,,,0x0002,120.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.367020",0.006669,5,,,0x0002,8.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:47.370023",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.372070",0.002047,5,,,0x0002,121.0,,,,,,physicalInteraction3.pcapng
Power Plug 2,Socket,"Oct 13, 2023 18:18:47.372656",0.000586,107,0xc8f0,0x0000,0x886b,233.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.375151",0.002495,5,,,0x0002,233.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:47.377239",,52,,,,,,,,,,physicalInteraction3.pcapng
Power Plug 1,Socket,"Oct 13, 2023 18:18:47.382845",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.384852",0.002007,5,,,0x0002,16.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.392813",0.007961,107,,,0x666b,102.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.397844",0.005031,5,,,0x0002,122.0,,,,,,physicalInteraction3.pcapng
Power Plug 2,Socket,"Oct 13, 2023 18:18:47.403199",0.005355,63,0xc8f0,0x0000,0x8861,234.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.405598",0.002399,5,,,0x0002,234.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:47.412138",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.413961",0.001823,5,,,0x0002,123.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:47.415742",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.417533",0.001791,5,,,0x0002,44.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:47.419516",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.421308",0.001792,5,,,0x0002,45.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:47.422596",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.424420",0.001824,5,,,0x0002,124.0,,,,,,physicalInteraction3.pcapng
Power Plug 1,Socket,"Oct 13, 2023 18:18:47.424960",0.00054,45,0x6e5f,0xc8f0,0x8861,17.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.426753",0.001793,5,,,0x0002,17.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:47.429707",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.431489",0.001782,5,,,0x0002,46.0,,,,,,physicalInteraction3.pcapng
Power Plug 1,Socket,"Oct 13, 2023 18:18:47.435309",0.00382,45,0x6e5f,0xc8f0,0x8861,18.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:47.437090",0.001781,5,,,0x0002,18.0,,,,,,physicalInteraction3.pcapng
Ledvance Z3 Plug,Socket,"Oct 13, 2023 18:18:48.710392",1.273302,105,0x09ac,0xffff,0x8869,206.0,,,,,,physicalInteraction3.pcapng
Aqara Button,Button,"Oct 13, 2023 18:18:49.895677",,53,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:49.897727",0.00205,5,,,0x0002,172.0,,,,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:18:49.901739",,53,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:49.903817",0.002078,5,,,0x0002,6.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:49.953171",,48,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:49.955076",0.001905,5,,,0x0002,125.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:49.988679",0.033603,55,0x054f,0x0000,0x8861,183.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:49.990821",0.002142,5,,,0x0002,183.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:49.999550",0.008729,55,0x054f,0x0000,0x8861,184.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.001693",0.002143,5,,,0x0002,184.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.009460",0.007767,55,0x054f,0x0000,0x8861,185.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.011603",0.002143,5,,,0x0002,185.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.026551",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.028534",0.001983,5,,,0x0002,186.0,,,,,,physicalInteraction3.pcapng
Philips Motion,Bulb,"Oct 13, 2023 18:18:50.035594",0.00706,74,0xe5c4,0xffff,0x8841,220.0,0xe5c4,0xfffc,0x1209,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.041581",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.043628",0.002047,5,,,0x0002,187.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:50.047928",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.049738",0.00181,5,,,0x0002,126.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:50.057524",,45,,,,,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.061008",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.063054",0.002046,5,,,0x0002,188.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:50.069703",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.071512",0.001809,5,,,0x0002,127.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:50.083259",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.085068",0.001809,5,,,0x0002,128.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:50.090785",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.092754",0.001969,5,,,0x0002,129.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:50.103568",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.105537",0.001969,5,,,0x0002,130.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.108894",0.003357,55,0x054f,0x0000,0x8861,189.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.111037",0.002143,5,,,0x0002,189.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.119128",0.008091,55,0x054f,0x0000,0x8861,190.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.121271",0.002143,5,,,0x0002,190.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.157984",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.159806",0.001822,5,,,0x0002,191.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.169153",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.170976",0.001823,5,,,0x0002,192.0,,,,,,physicalInteraction3.pcapng
Aqara Door 1,Door,"Oct 13, 2023 18:18:50.813454",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.815469",0.002015,5,,,0x0002,223.0,,,,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:18:50.819420",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.821466",0.002046,5,,,0x0002,7.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:50.980363",0.158897,55,0x054f,0x0000,0x8861,193.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:50.982506",0.002143,5,,,0x0002,193.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:51.024414",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:51.026461",0.002047,5,,,0x0002,194.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:51.039730",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:51.041539",0.001809,5,,,0x0002,131.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:51.065175",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:51.067144",0.001969,5,,,0x0002,132.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:51.069273",0.002129,55,0x054f,0x0000,0x8861,195.0,0x054f,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:51.071416",0.002143,5,,,0x0002,195.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:18:51.116760",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:51.118583",0.001823,5,,,0x0002,196.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:52.617807",1.499224,74,0x0000,0xffff,0x8841,133.0,0x0000,0xfffc,0x1209,,,physicalInteraction3.pcapng
Aqara Vibration,Vibration,"Oct 13, 2023 18:18:55.039260",,53,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:55.041297",0.002037,5,,,0x0002,13.0,,,,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:18:55.045205",,53,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:55.047283",0.002078,5,,,0x0002,8.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:56.421211",1.373928,5,,,0x0002,19.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:56.462349",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:56.464332",0.001983,5,,,0x0002,134.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:56.467618",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:56.476473",0.008855,5,,,0x0002,20.0,,,,,,physicalInteraction3.pcapng
Power Plug 1,Socket,"Oct 13, 2023 18:18:58.004081",1.527608,107,0x6e5f,0xffff,0x886b,21.0,,,,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:18:58.349793",0.345712,74,0xe694,0xffff,0x8841,9.0,0xe694,0xfffc,0x1209,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:59.312819",0.963026,5,,,0x0002,22.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:18:59.354646",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:59.356629",0.001983,5,,,0x0002,135.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:59.360133",,50,,,,,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:18:59.365707",0.005574,74,0x482d,0xffff,0x8841,49.0,0x482d,0xfffc,0x1209,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:59.373722",0.008015,5,,,0x0002,23.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:18:59.378417",0.004695,5,,,0x0002,23.0,,,,,,physicalInteraction3.pcapng
Ledvance Smart+ Plug,Socket,"Oct 13, 2023 18:19:00.568238",1.189821,74,0x82eb,0xffff,0x8841,27.0,0x82eb,0xfffc,0x1209,,,physicalInteraction3.pcapng
Moes Bulb,Bulb,"Oct 13, 2023 18:19:00.733285",0.165047,68,0xebe5,0xffff,0x8841,212.0,0xebe5,0xfffc,0x1209,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:01.085855",0.35257,77,,,0x884d,235.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:19:01.493358",0.407503,74,0x054f,0xffff,0x8841,197.0,0x054f,0xfffc,0x1209,,,physicalInteraction3.pcapng
Aqara Door 2,Door,"Oct 13, 2023 18:19:04.285492",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:04.287507",0.002015,5,,,0x0002,211.0,,,,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:19:04.291364",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:04.293411",0.002047,5,,,0x0002,10.0,,,,,,physicalInteraction3.pcapng
Ledvance Smart+ Plug,Socket,"Oct 13, 2023 18:19:04.801487",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:04.803534",0.002047,5,,,0x0002,28.0,,,,,,physicalInteraction3.pcapng
Ledvance Z3 Plug,Socket,"Oct 13, 2023 18:19:05.584570",0.781036,71,0x09ac,0xffff,0x8841,207.0,0x09ac,0xfffc,0x1209,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:19:06.709243",1.124673,74,0x0000,0xffff,0x8841,136.0,0x0000,0xfffc,0x1209,,,physicalInteraction3.pcapng
Ledvance Z3 Plug,Socket,"Oct 13, 2023 18:19:06.936978",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:06.939024",0.002046,5,,,0x0002,208.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:19:06.953240",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:06.955064",0.001824,5,,,0x0002,137.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:19:06.981724",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:06.983707",0.001983,5,,,0x0002,138.0,,,,,,physicalInteraction3.pcapng
Ledvance Z3 Plug,Socket,"Oct 13, 2023 18:19:06.990610",,45,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:06.992433",0.001823,5,,,0x0002,209.0,,,,,,physicalInteraction3.pcapng
Aqara Door 2,Door,"Oct 13, 2023 18:19:09.100983",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:09.102989",0.002006,5,,,0x0002,212.0,,,,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:19:09.106999",,52,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:09.109046",0.002047,5,,,0x0002,11.0,,,,,,physicalInteraction3.pcapng
Sonoff Motion 1,Motion,"Oct 13, 2023 18:19:10.324375",,54,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:10.326457",0.002082,5,,,0x0002,66.0,,,,,,physicalInteraction3.pcapng
Power Plug 2,Socket,"Oct 13, 2023 18:19:10.330296",,54,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:10.332407",0.002111,5,,,0x0002,236.0,,,,,,physicalInteraction3.pcapng
Sonoff Motion 1,Motion,"Oct 13, 2023 18:19:10.830768",0.498361,12,0xb815,0xc8f0,0x8863,67.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:10.831506",0.000738,5,,,0x0002,67.0,,,,,,physicalInteraction3.pcapng
Sonoff Door 1,Door,"Oct 13, 2023 18:19:11.806006",,54,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:11.808104",0.002098,5,,,0x0002,173.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:19:11.811468",0.003364,57,0x054f,0x0000,0x8861,198.0,0x3181,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:11.813675",0.002207,5,,,0x0002,198.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:19:11.859004",,54,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:11.861115",0.002111,5,,,0x0002,199.0,,,,,,physicalInteraction3.pcapng
Sonoff Door 1,Door,"Oct 13, 2023 18:19:12.312036",0.450921,12,0x3181,0x054f,0x8863,174.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:12.312789",0.000753,5,,,0x0002,110.0,,,,,,physicalInteraction3.pcapng
Power Plug 1,Socket,"Oct 13, 2023 18:19:13.018143",0.705354,71,0x6e5f,0xffff,0x8841,24.0,0x6e5f,0xfffc,0x1209,,,physicalInteraction3.pcapng
Smart Socket,Socket,"Oct 13, 2023 18:19:13.398203",0.38006,74,0xe694,0xffff,0x8841,12.0,0xe694,0xfffc,0x1209,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:19:13.616634",0.218431,74,0x482d,0xffff,0x8841,50.0,0x482d,0xfffc,0x1209,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.147949",1.531315,5,,,0x0002,237.0,,,,,,physicalInteraction3.pcapng
Coordinator,Coordinator,"Oct 13, 2023 18:19:15.187607",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.189591",0.001984,5,,,0x0002,139.0,,,,,,physicalInteraction3.pcapng
Philips Lamp 1,Bulb,"Oct 13, 2023 18:19:15.194020",,50,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.195965",0.001945,5,,,0x0002,51.0,,,,,,physicalInteraction3.pcapng
Power Plug 1,Socket,"Oct 13, 2023 18:19:15.199802",,50,,,,,,,,,,physicalInteraction3.pcapng
Power Plug 2,Socket,"Oct 13, 2023 18:19:15.207541",0.007739,45,0xc8f0,0x0600,0x8841,237.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.209363",0.001822,5,,,0x0002,238.0,,,,,,physicalInteraction3.pcapng
Ledvance Smart+ Plug,Socket,"Oct 13, 2023 18:19:15.584573",0.37521,74,0x82eb,0xffff,0x8841,29.0,0x82eb,0xfffc,0x1209,,,physicalInteraction3.pcapng
Sonoff Door 1,Door,"Oct 13, 2023 18:19:15.668500",,54,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.670597",0.002097,5,,,0x0002,175.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:19:15.673347",0.00275,57,0x054f,0x0000,0x8861,200.0,0x3181,0x0000,0x1a09,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.675554",0.002207,5,,,0x0002,200.0,,,,,,physicalInteraction3.pcapng
Ledvance Bulb,Bulb,"Oct 13, 2023 18:19:15.720024",,54,,,,,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:15.722135",0.002111,5,,,0x0002,201.0,,,,,,physicalInteraction3.pcapng
Power Plug 2,Socket,"Oct 13, 2023 18:19:16.042595",0.32046,71,0xc8f0,0xffff,0x8841,239.0,0xc8f0,0xfffc,0x1209,,,physicalInteraction3.pcapng
Sonoff Door 1,Door,"Oct 13, 2023 18:19:16.174122",0.131527,12,0x3181,0x054f,0x8863,176.0,,,,,,physicalInteraction3.pcapng
Unknown,Unknown,"Oct 13, 2023 18:19:16.174875",0.000753,5,,,0x0002,176.0,,,,,,physicalInteraction3.pcapng
