File Name,Original Size (KB),Start Time,End Time,Delta Time (s),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB),Topology
idel1.pcapng,1013.90234375,2023-10-12 16:12:33.000000,2023-10-12 17:15:52.737834,3799.7378339767456,407.6875,389.265625,341.73828125,368.9560546875,538.61328125,352.0185546875,485.0576171875,484.8974609375,384.509765625,514.4365234375,728.3057249316478,364.1528624658239,544.1560694285668,Topology_A
idle3.pcapng,1039.02734375,2023-10-12 18:13:30.000000,2023-10-12 19:12:29.791805,3539.7918050289154,404.423828125,382.6455078125,334.78515625,365.1318359375,537.486328125,345.361328125,482.849609375,482.6591796875,377.9541015625,511.79296875,736.9134561456932,368.4567280728466,545.3032353459768,Topology_A
idle2.pcapng,899.93359375,2023-10-12 17:16:36.000000,2023-10-12 18:13:02.642863,3386.642863035202,359.166015625,337.48046875,298.02734375,323.46484375,476.650390625,307.7431640625,427.4111328125,427.25390625,336.33203125,453.7373046875,641.318212569546,320.659106284773,476.1567627301735,Topology_A
idle3.pcapng,1261.45703125,2023-10-26 19:21:08.000000,2023-10-26 20:19:03.511234,3475.5112340450287,444.94140625,419.8447265625,361.5703125,395.81640625,604.8095703125,374.15234375,537.603515625,537.3798828125,411.08984375,567.7216796875,871.1230357490748,435.5615178745374,626.3512962821088,Topology_B
idle1.pcapng,1569.90625,2023-10-26 17:22:33.000000,2023-10-26 18:19:56.775543,3443.775542974472,516.5185546875,479.6513671875,411.43359375,455.07421875,718.876953125,425.4873046875,635.9951171875,635.7158203125,476.2880859375,672.1640625,1064.524250920756,532.262125460378,743.2902008417055,Topology_B
idle2.pcapng,1353.33203125,2023-10-26 18:20:09.000000,2023-10-26 19:20:45.860466,3636.860466003418,466.392578125,434.5546875,374.1953125,410.9208984375,639.6318359375,386.009765625,568.14453125,567.888671875,428.9228515625,600.4306640625,924.435881418725,462.2179407093625,653.2177470554009,Topology_B
