File Name,Original Size (KB),Start Time,End Time,Delta Time (s),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB),Topology
scenario2.pcapng,408.12890625,2023-10-17 12:51:48.000000,2023-10-17 13:15:36.016918,1428.0169179439545,155.349609375,149.1533203125,129.6328125,142.291015625,203.3359375,133.5087890625,185.4609375,185.3818359375,145.9638671875,195.2880859375,291.81128686667466,145.90564343333733,206.28184478083423,Topology_A
scenario1.pcapng,415.296875,2023-10-16 13:45:15.000000,2023-10-16 14:09:01.391120,1426.3911199569702,156.931640625,152.3466796875,131.640625,144.0732421875,205.7490234375,135.0908203125,187.9658203125,187.8759765625,148.77734375,198.462890625,296.5310711651985,148.26553558259926,212.17522777829765,Topology_A
scenario1.pcapng,922.12890625,2023-10-28 14:13:59.000000,2023-10-28 14:57:57.398917,2638.3989169597626,322.8291015625,302.6787109375,259.7265625,287.5439453125,442.1552734375,271.62890625,394.357421875,394.2314453125,299.314453125,419.5009765625,631.0581149668018,315.5290574834009,461.5269269302147,Topology_B
