Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 27, 2023 18:43:57.000000",0.000000,68,0x1e15,0xffff,0x8841,158,0x1e15,0xfffc,0x1209,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:57.813257",0.813257,74,0xa706,0xffff,0x8841,225,0xa706,0xfffc,0x1209,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.083764",0.270507,10,,,0x0803,211,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.086619",0.002855,28,0x711c,,0x8000,191,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.090372",0.003753,28,0xae11,,0x8000,130,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.101147",0.010775,28,0x1cd8,,0x8000,25,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.107683",0.006536,28,0xa706,,0x8000,226,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.111474",0.003791,28,0xe1a6,,0x8000,43,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.119492",0.008018,28,0x0112,,0x8000,243,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.125468",0.005976,28,0x3d95,,0x8000,102,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.160382",0.034914,28,0x1e15,,0x8000,159,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.185579",0.025197,28,0xec7f,,0x8000,23,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:43:58.200584",0.015005,28,0x0000,,0x8000,110,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:00.356706",2.156122,74,0xe1a6,0xffff,0x8841,44,0xe1a6,0xfffc,0x1209,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:00.421149",,96,,,,,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:01.032111",0.610962,77,0x3d95,0xffff,0x8841,103,0x3d95,0xfffc,0x1209,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:01.836712",0.804601,74,0x4e11,0xffff,0x8841,251,0x4e11,0xfffc,0x1209,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.255105",0.418393,77,0x1cd8,0xffff,0x8841,26,0x1cd8,0xfffc,0x1209,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.507302",0.252197,10,,,0x0803,211,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.511106",0.003804,28,0x3d95,,0x8000,104,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.515124",0.004018,28,0x5bb9,,0x8000,157,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.522993",0.007869,28,0x1e15,,0x8000,160,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.526178",0.003185,28,0x711c,,0x8000,192,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.528778",0.002600,28,0x1cd8,,0x8000,27,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.561830",0.033052,28,0x0112,,0x8000,244,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.594180",0.032350,28,0xec7f,,0x8000,24,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.598531",0.004351,28,0x0000,,0x8000,111,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.605052",0.006521,28,0x4e11,,0x8000,131,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:02.630989",0.025937,28,0xe1a6,,0x8000,45,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:03.958564",,60,,,,,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:03.960867",0.002303,5,,,0x0002,105,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:04.002609",,50,,,,,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:04.004560",0.001951,5,,,0x0002,112,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:04.009413",,45,,,,,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:04.011236",0.001823,5,,,0x0002,106,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:04.015303",,45,,,,,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:04.017125",0.001822,5,,,0x0002,106,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.931133",2.914008,10,,,0x0803,211,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.936400",0.005267,28,0x711c,,0x8000,193,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.939969",0.003569,28,0x1cd8,,0x8000,28,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.941815",0.001846,28,0x5bb9,,0x8000,158,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.958257",0.016442,28,0xec7f,,0x8000,25,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.973380",0.015123,28,0x4e11,,0x8000,132,,,,,,AppInteraction2.pcapng
"Oct 27, 2023 18:44:06.992236",0.018856,28,0x1e15,,0x8000,161,,,,,,AppInteraction2.pcapng
