Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:52.000000,47,0x0000,0xffff,209,0x0000,0xfffc,0.0
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:56.154712,59,0x0000,0xffff,210,,,4.154712
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:56.161910,59,0x0000,0xffff,211,,,0.007198
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:56.203055,59,0x0000,0xffff,212,,,0.041145
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:56.487781,59,0x0000,0xffff,213,0x0000,0xfffc,0.284726
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:56.495016,59,0x0000,0xffff,214,0x0000,0xfffc,0.007235
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:56.530627,59,0x0000,0xffff,215,,,0.035611
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:56.806050,59,0x0000,0xffff,216,0x0000,0xfffc,0.275423
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:56.829296,59,0x0000,0xffff,217,0x0000,0xfffc,0.023246
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:56.881565,59,0x0000,0xffff,218,,,0.052269
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:57.173416,59,0x0000,0xffff,219,0x0000,0xfffc,0.291851
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:57.179970,59,0x0000,0xffff,220,0x0000,0xfffc,0.006554
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 15:37:57.186913,59,0x0000,0xffff,221,0x0000,0xfffc,0.006943
Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-15 15:37:57.903092,47,0xe694,0xffff,171,0xe694,0xfffc,0.716179
Smart Socket,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:57.952047,51,0xe694,0xffff,172,,,0.048955
Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-15 15:37:58.462117,51,0xe694,0xffff,174,0xe694,0xfffc,0.51007
Smart Socket,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:58.716275,51,0xe694,0xffff,175,,,0.254158
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:58.889856,50,0x0000,0xffff,222,,,0.173581
Smart Socket,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 15:37:58.970387,51,0xe694,0xffff,176,,,0.080531
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 15:38:01.687126,57,0xe694,0x0000,177,,,2.716739
