Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Ledvance Z3 Plug,Socket,Broadcast,Broadcast,2023-10-15 16:11:03.000000,65,0x09ac,0xffff,136,0x09ac,0xfffd,0.0
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Ledvance Z3 Plug,Socket,Broadcast,Broadcast,2023-10-15 16:11:03.004333,47,0x09ac,0xffff,137,0x09ac,0xfffc,0.004333
Coordinator,Coordinator,Broadcast,Broadcast,Ledvance Z3 Plug,Socket,Broadcast,Broadcast,2023-10-15 16:11:03.039330,65,0x0000,0xffff,241,0x09ac,0xfffd,0.034997
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 16:11:03.047736,59,0x0000,0xffff,242,0x0000,0xfffc,0.008406
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 16:11:03.402977,59,0x0000,0xffff,243,0x0000,0xfffc,0.355241
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:11:03.476306,65,0x09ac,0xffff,138,,,0.073329
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 16:11:03.738776,59,0x0000,0xffff,244,0x0000,0xfffc,0.26247
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Ledvance Z3 Plug,Socket,Broadcast,Broadcast,2023-10-15 16:11:03.954160,65,0x09ac,0xffff,139,0x09ac,0xfffd,0.215384
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:11:04.125489,59,0x0000,0xffff,245,,,0.171329
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:11:04.381000,55,0x09ac,0x0000,140,,,0.255511
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-15 16:11:04.383143,5,0x0000,0x09ac,140,,,0.002143
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,2023-10-15 16:11:04.422639,52,0x09ac,0x0000,141,0x09ac,0x0000,0.039496
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-15 16:11:04.424686,5,0x0000,0x09ac,141,,,0.002047
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-15 16:11:04.439246,45,0x0000,0x09ac,246,,,0.01456
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:11:04.441069,5,0x09ac,0x0000,246,,,0.001823
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-15 16:11:04.464917,50,0x0000,0x09ac,247,,,0.023848
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:11:04.466900,5,0x09ac,0x0000,247,,,0.001983
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,2023-10-15 16:11:04.473173,55,0x09ac,0x0000,142,0x09ac,0x0000,0.006273
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-15 16:11:04.475316,5,0x0000,0x09ac,142,,,0.002143
Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,2023-10-15 16:11:04.520744,45,0x09ac,0x0000,143,0x09ac,0x0000,0.045428
Coordinator,Coordinator,Ledvance Z3 Plug,Socket,Unknown,Unknown,,,2023-10-15 16:11:04.522567,5,0x0000,0x09ac,143,,,0.001823
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:11:06.525764,50,0x0000,0xffff,248,,,2.003197
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:11:08.885134,50,0x09ac,0xffff,144,,,2.35937
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Ledvance Z3 Plug,Socket,Broadcast,Broadcast,2023-10-15 16:11:12.461380,50,0x09ac,0xffff,145,0x09ac,0xfffc,3.5762460000000003
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:11:16.145240,50,0x09ac,0xffff,146,,,3.68386
