Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 16:02:12.000000,47,0x0000,0xffff,156,0x0000,0xfffc,0.0
Ledvance Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:02:16.053162,65,0x054f,0xffff,105,,,4.053162
Ledvance Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:02:16.056262,47,0x054f,0xffff,106,,,0.0031
Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,2023-10-15 16:02:16.061101,64,0x054f,0xffff,107,0x054f,0xfffd,0.004839
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,2023-10-15 16:02:16.097391,57,0x0000,0x054f,157,0x0000,0x054f,0.03629
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:02:16.099584,5,0x054f,0x0000,157,,,0.002193
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,2023-10-15 16:02:16.103932,55,0x054f,0x0000,108,0x054f,0x0000,0.004348
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-15 16:02:16.106075,5,0x0000,0x054f,108,,,0.002143
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-15 16:02:16.110055,49,0x0000,0x054f,158,,,0.00398
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:02:16.111992,5,0x054f,0x0000,158,,,0.001937
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:02:16.116005,55,0x054f,0x0000,109,,,0.004013
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-15 16:02:16.118148,5,0x0000,0x054f,109,,,0.002143
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-15 16:02:16.135130,65,0x0000,0xffff,159,,,0.016982
Coordinator,Coordinator,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,2023-10-15 16:02:16.141185,64,0x0000,0xffff,160,0x054f,0xfffd,0.006055
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,2023-10-15 16:02:16.149258,59,0x0000,0x054f,161,0x0000,0x054f,0.008073
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-15 16:02:16.151516,5,0x054f,0x0000,161,,,0.002258
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,2023-10-15 16:02:16.156310,45,0x054f,0x0000,110,0x054f,0x0000,0.004794
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-15 16:02:16.158133,5,0x0000,0x054f,110,,,0.001823
Coordinator,Coordinator,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-15 16:02:16.159117,50,0x0000,0xffff,162,0x0000,0xfffc,0.000984
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,2023-10-15 16:02:16.169657,55,0x054f,0x0000,111,0x054f,0x0000,0.01054
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-15 16:02:16.171800,5,0x0000,0x054f,111,,,0.002143
