Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 28, 2023 13:12:14.909183000",0.002605,45,0xe1a6,0x3d95,210.0,0x0000,0x3d95
"Oct 28, 2023 13:12:14.910976000",0.001793,5,,,210.0,,
"Oct 28, 2023 13:12:14.913945000",0.002969,45,0x0000,0x711c,49.0,0x0000,0xa706
"Oct 28, 2023 13:12:14.915768000",0.001823,5,,,49.0,,
"Oct 28, 2023 13:12:14.917544000",0.001776,63,0xa706,0x0000,17.0,0xa706,0x0000
"Oct 28, 2023 13:12:14.919943000",0.002399,5,,,17.0,,
"Oct 28, 2023 13:12:14.922572000",0.002629,63,0xa706,0x0000,17.0,0xa706,0x0000
"Oct 28, 2023 13:12:14.924971000",0.002399,5,,,17.0,,
"Oct 28, 2023 13:12:14.925882000",0.000911,45,0x711c,0xa706,97.0,0x0000,0xa706
"Oct 28, 2023 13:12:14.927675000",0.001793,5,,,97.0,,
"Oct 28, 2023 13:12:14.935394000",0.007719,45,0x0000,0x711c,50.0,0x0000,0xa706
"Oct 28, 2023 13:12:14.937217000",0.001823,5,,,50.0,,
"Oct 28, 2023 13:12:14.946369000",0.009152,45,0x711c,0xa706,98.0,0x0000,0xa706
"Oct 28, 2023 13:12:14.948162000",0.001793,5,,,98.0,,
"Oct 28, 2023 13:12:15.207498000",0.259336,53,0xc31c,0x1cd8,117.0,0xc31c,0x0000
"Oct 28, 2023 13:12:15.209578000",0.00208,5,,,117.0,,
"Oct 28, 2023 13:12:15.212306000",0.002728,57,0x1cd8,0x0000,210.0,,
"Oct 28, 2023 13:12:15.217812000",0.005506,57,,,149.0,,
"Oct 28, 2023 13:12:15.226740000",0.008928,57,0x1cd8,0x0000,210.0,,
"Oct 28, 2023 13:12:15.243177000",0.016437,57,0x1cd8,0x0000,210.0,,
"Oct 28, 2023 13:12:15.262231000",0.019054,53,0x1cd8,0x0000,211.0,0xc31c,0x0000
"Oct 28, 2023 13:12:15.264310000",0.002079,5,,,211.0,,
"Oct 28, 2023 13:12:15.284784000",0.020474,57,0x1b7f,0xd3e0,212.0,,
"Oct 28, 2023 13:12:15.288078000",0.003294,57,0x1cd8,0x0000,212.0,0xc31c,0x0000
"Oct 28, 2023 13:12:15.290285000",0.002207,5,,,212.0,,
"Oct 28, 2023 13:12:15.313724000",0.023439,48,0x0000,0xec7f,51.0,0x0000,0xec7f
"Oct 28, 2023 13:12:15.315630000",0.001906,5,,,51.0,,
"Oct 28, 2023 13:12:15.347320000",0.03169,77,0x711c,0xffff,99.0,0x711c,0xfffc
"Oct 28, 2023 13:12:15.351032000",0.003712,55,0xec7f,0x0000,14.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.353175000",0.002143,5,,,14.0,,
"Oct 28, 2023 13:12:15.364864000",0.011689,55,0xec7f,0x0000,15.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.367006000",0.002142,5,,,15.0,,
"Oct 28, 2023 13:12:15.375842000",0.008836,55,0xec7f,0x0000,16.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.377985000",0.002143,5,,,16.0,,
"Oct 28, 2023 13:12:15.382332000",0.004347,12,0x059b,0xec7f,191.0,,
"Oct 28, 2023 13:12:15.383085000",0.000753,5,,,191.0,,
"Oct 28, 2023 13:12:15.389646000",0.006561,50,0xec7f,0x0000,17.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.391629000",0.001983,5,,,17.0,,
"Oct 28, 2023 13:12:15.401603000",0.009974,52,0xec7f,0x0000,18.0,0xec7f,0x0000
"Oct 28, 2023 13:12:15.403650000",0.002047,5,,,18.0,,
"Oct 28, 2023 13:12:15.408748000",0.005098,45,0x0000,0xec7f,52.0,0x0000,0xec7f
