Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 12, 2023 17:16:36.000000000",0.0,77,0x482d,0xffff,79.0,0x482d,0xfffc
"Oct 12, 2023 17:16:38.715568000",2.715568,12,0x2cae,0x482d,225.0,,
"Oct 12, 2023 17:16:38.716335000",0.000767,5,,,225.0,,
"Oct 12, 2023 17:16:40.084308000",1.367973,68,0xebe5,0xffff,79.0,0xebe5,0xfffc
"Oct 12, 2023 17:16:41.091075000",1.006767,77,0x82eb,0xffff,37.0,0x82eb,0xfffc
"Oct 12, 2023 17:16:41.504944000",0.413869,74,0x6e5f,0xffff,55.0,0x6e5f,0xfffc
"Oct 12, 2023 17:16:42.226560000",0.721616,77,0x054f,0xffff,11.0,0x054f,0xfffc
"Oct 12, 2023 17:16:42.584434000",0.357874,52,0x0000,0xe694,0.0,0x0000,0xe694
"Oct 12, 2023 17:16:42.586451000",0.002017,5,,,0.0,,
"Oct 12, 2023 17:16:42.594315000",0.007864,63,0xe694,0x0000,222.0,0xe694,0x0000
"Oct 12, 2023 17:16:42.596714000",0.002399,5,,,222.0,,
"Oct 12, 2023 17:16:42.619278000",0.022564,52,0x0000,0x482d,1.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.621325000",0.002047,5,,,1.0,,
"Oct 12, 2023 17:16:42.625434000",0.004109,52,0x482d,0x6e5f,80.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.627450000",0.002016,5,,,80.0,,
"Oct 12, 2023 17:16:42.631835000",0.004385,45,0x0000,0xe694,2.0,0x0000,0xe694
"Oct 12, 2023 17:16:42.633628000",0.001793,5,,,2.0,,
"Oct 12, 2023 17:16:42.635248000",0.00162,63,0x6e5f,0x0000,56.0,0x6e5f,0x0000
"Oct 12, 2023 17:16:42.637647000",0.002399,5,,,56.0,,
"Oct 12, 2023 17:16:42.647193000",0.009546,54,0x0000,0xe694,3.0,0x0000,0xe694
"Oct 12, 2023 17:16:42.649272000",0.002079,5,,,3.0,,
"Oct 12, 2023 17:16:42.657449000",0.008177,66,0xe694,0x0000,223.0,0xe694,0x0000
"Oct 12, 2023 17:16:42.659944000",0.002495,5,,,223.0,,
"Oct 12, 2023 17:16:42.680592000",0.020648,54,0x0000,0x482d,4.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.682703000",0.002111,5,,,4.0,,
"Oct 12, 2023 17:16:42.687159000",0.004456,54,0x482d,0x6e5f,81.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.689241000",0.002082,5,,,81.0,,
"Oct 12, 2023 17:16:42.699514000",0.010273,5,,,57.0,,
"Oct 12, 2023 17:16:42.708827000",0.009313,45,0x0000,0x482d,5.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.710650000",0.001823,5,,,5.0,,
"Oct 12, 2023 17:16:42.715004000",0.004354,45,0x482d,0x6e5f,82.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.716796000",0.001792,5,,,82.0,,
"Oct 12, 2023 17:16:42.718418000",0.001622,54,0x0000,0xa209,6.0,0x0000,0xc8f0
"Oct 12, 2023 17:16:42.720529000",0.002111,5,,,6.0,,
"Oct 12, 2023 17:16:42.724647000",0.004118,54,0xa20b,0xccf0,30.0,,
"Oct 12, 2023 17:16:42.726727000",0.00208,5,,,30.0,,
"Oct 12, 2023 17:16:42.731352000",0.004625,45,0x0000,0xe694,7.0,0x0000,0xe694
"Oct 12, 2023 17:16:42.733144000",0.001792,5,,,7.0,,
"Oct 12, 2023 17:16:42.734595000",0.001451,107,0xc8f0,0x0000,31.0,,
"Oct 12, 2023 17:16:42.737090000",0.002495,5,,,31.0,,
"Oct 12, 2023 17:16:42.742397000",0.005307,52,0x0000,0xa209,8.0,0x0000,0xc8f0
"Oct 12, 2023 17:16:42.744444000",0.002047,5,,,8.0,,
"Oct 12, 2023 17:16:42.748810000",0.004366,52,0xa209,0xc8f0,79.0,,
"Oct 12, 2023 17:16:42.750828000",0.002018,5,,,31.0,,
"Oct 12, 2023 17:16:42.757731000",0.006903,45,0x0000,0x482d,9.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.762602000",0.004871,45,0x0000,0x482d,9.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.767180000",0.004578,45,0x0000,0x482d,9.0,0x0000,0x6e5f
"Oct 12, 2023 17:16:42.769003000",0.001823,5,,,9.0,,
"Oct 12, 2023 17:16:42.778709000",0.009706,45,0x0000,0xa209,10.0,0x0000,0xc8f0
"Oct 12, 2023 17:16:42.780532000",0.001823,5,,,10.0,,
"Oct 12, 2023 17:16:42.782149000",0.001617,63,0xc8f0,0x0000,33.0,0xc8f0,0x0000
"Oct 12, 2023 17:16:42.784548000",0.002399,5,,,33.0,,
