Device Name,Device Type,Average Packet Length,Packet Standard Variance,Average IAT,IAT Standard Variance,Sequence Number Maximum,Sequence Number Minimum,Sequence Number Average
Unknown,Unknown,48.0,0.0,0.027408,0.0,82.0,82.0,82.0
Ledvance Smart+ Plug,Socket,74.0,0.0,0.029018,0.0,132.0,132.0,132.0
Philips Lamp 1,Bulb,74.0,0.0,0.645066,0.0,250.0,250.0,250.0
Ledvance Bulb,Bulb,56.81818181818182,1.8207170485345954,0.06553456818181817,0.38351609964407557,191.0,117.0,175.20454545454547
Unknown,Unknown,5.0,0.0,0.002207,0.0,191.0,191.0,191.0
Ledvance Bulb,Bulb,57.0,0.0,0.012173647058823529,0.015312109268244105,122.0,118.0,120.3529411764706
Ledvance Bulb,Bulb,57.6,10.526157893552615,0.0673346,0.09274810467227887,196.0,192.0,194.0
Smart Socket,Socket,74.0,0.0,0.429802,0.0,136.0,136.0,136.0
Unknown,Unknown,5.0,0.0,0.0020208333333333332,0.00019164594090840186,196.0,75.0,154.83333333333334
Philips Lamp 1,Bulb,74.0,0.0,0.029725,0.0,251.0,251.0,251.0
Unknown,Unknown,71.0,0.0,0.519651,0.0,49.0,49.0,49.0
Moes Bulb,Bulb,65.0,0.0,0.016586,0.0,46.0,46.0,46.0
Philips Motion,Bulb,74.0,0.0,1.186057,0.0,123.0,123.0,123.0
Sonoff Temperature,Temperature,53.0,0.0,0.39714466666666665,0.6794034532333002,229.0,229.0,229.0
Unknown,Unknown,5.0,0.0,0.002047,0.0,229.0,229.0,229.0
Ledvance Z3 Plug,Socket,74.0,0.0,2.599999,0.0,190.0,190.0,190.0
Ledvance Smart+ Plug,Socket,74.0,0.0,2.417664,0.0,133.0,133.0,133.0
Philips Motion,Bulb,45.0,0.0,0.003001,0.0,127.0,127.0,127.0
Smart Socket,Socket,52.8,10.73312629199899,0.0047416,0.0025095869779706782,141.0,137.0,139.2
Unknown,Unknown,23.055555555555557,30.056085140421295,0.002400416666666667,0.0012689997044916914,252.0,50.0,100.11111111111111
Ledvance Smart+ Plug,Socket,49.0,0.0,0.002173,0.0,143.0,143.0,143.0
Power Plug 2,Socket,64.0,1.7320508075688772,0.004172,0.0008319921874633199,136.0,95.0,120.66666666666667
Unknown,Unknown,38.5,37.28518720866485,0.0040085,0.004683767172471954,200.0,1.0,117.89285714285714
Ledvance Bulb,Bulb,74.0,0.0,0.315744,0.0,210.0,210.0,210.0
Unknown,Unknown,107.0,0.0,0.030798,0.0,209.0,209.0,209.0
Smart Socket,Socket,74.0,0.0,0.446714,0.0,156.0,156.0,156.0
Unknown,Unknown,20.6,25.630710745770063,0.07175950000000002,0.20950217709038518,155.0,64.0,91.4
Unknown,Unknown,71.0,0.0,0.573703,0.0,67.0,67.0,67.0
Moes Bulb,Bulb,65.0,0.0,1.791674,0.0,59.0,59.0,59.0
Unknown,Unknown,75.0,0.0,0.08963,0.0,8.0,8.0,8.0
Philips Motion,Bulb,74.0,0.0,0.992826,0.0,145.0,145.0,145.0
Power Plug 2,Socket,68.0,0.0,0.1654,0.0,101.0,101.0,101.0
Ledvance Smart+ Plug,Socket,49.0,0.0,0.024996,0.0,146.0,146.0,146.0
Unknown,Unknown,30.0,35.35533905932738,0.0051625,0.004543161069123568,146.0,146.0,146.0
Unknown,Unknown,55.0,0.0,0.032537,0.0,103.0,103.0,103.0
Ledvance Z3 Plug,Socket,74.0,0.0,0.916022,0.0,206.0,206.0,206.0
Ledvance Smart+ Plug,Socket,74.0,0.0,1.44069,0.0,149.0,149.0,149.0
Ledvance Bulb,Bulb,74.0,0.0,4.284461,0.0,214.0,214.0,214.0
Smart Socket,Socket,74.0,0.0,0.46409,0.0,160.0,160.0,160.0
Unknown,Unknown,71.0,0.0,0.535357,0.0,71.0,71.0,71.0
Moes Bulb,Bulb,65.0,0.0,1.74311,0.0,63.0,63.0,63.0
Philips Motion,Bulb,74.0,0.0,0.771748,0.0,147.0,147.0,147.0
Power Plug 2,Socket,68.0,0.0,0.461773,0.0,105.0,105.0,105.0
Smart Socket,Socket,52.5,10.606601717798213,0.29655299999999996,0.41181333250879576,162.0,161.0,161.5
Sonoff Door 1,Door,54.0,0.0,0.238828,0.0,248.0,248.0,248.0
Unknown,Unknown,5.0,0.0,0.0020445,0.00020871112412455,248.0,114.0,171.25
Ledvance Smart+ Plug,Socket,74.0,0.0,0.148067,0.0,150.0,150.0,150.0
Ledvance Z3 Plug,Socket,74.0,0.0,0.197206,0.0,207.0,207.0,207.0
Unknown,Unknown,8.5,4.949747468305833,0.1782835,0.2510462418450035,249.0,249.0,249.0
Power Plug 2,Socket,63.0,0.0,0.001303,0.0,107.0,107.0,107.0
Smart Socket,Socket,64.5,2.1213203435596424,0.0064855,0.0017939299038702706,165.0,163.0,164.0
Unknown,Unknown,18.95,27.143446108898317,0.0024961999999999996,0.001479372202260307,169.0,72.0,123.46153846153847
Philips Lamp 1,Bulb,54.5,1.7728105208558367,0.012768500000000002,0.016561316881732045,156.0,11.0,83.25
Unknown,Unknown,5.0,0.0,0.0021110909090909093,6.380039897281921e-05,156.0,11.0,97.9090909090909
Ledvance Bulb,Bulb,74.0,0.0,0.575061,0.0,215.0,215.0,215.0
Smart Socket,Socket,74.0,0.0,0.420684,0.0,170.0,170.0,170.0
Unknown,Unknown,71.0,0.0,0.453037,0.0,75.0,75.0,75.0
Moes Bulb,Bulb,65.0,0.0,1.799728,0.0,64.0,64.0,64.0
Philips Motion,Bulb,74.0,0.0,0.241664,0.0,157.0,157.0,157.0
Unknown,Unknown,71.0,0.0,1.294616,0.0,108.0,108.0,108.0
Philips Lamp 1,Bulb,74.0,0.0,3.468476,0.0,15.0,15.0,15.0
Ledvance Smart+ Plug,Socket,74.0,0.0,0.582323,0.0,151.0,151.0,151.0
Ledvance Z3 Plug,Socket,74.0,0.0,1.627855,0.0,208.0,208.0,208.0
Ledvance Bulb,Bulb,74.0,0.0,2.0389,0.0,216.0,216.0,216.0
Smart Socket,Socket,74.0,0.0,0.965784,0.0,171.0,171.0,171.0
Unknown,Unknown,71.0,0.0,0.607674,0.0,76.0,76.0,76.0
Moes Bulb,Bulb,65.0,0.0,1.783292,0.0,65.0,65.0,65.0
Power Plug 2,Socket,68.0,0.0,1.143924,0.0,109.0,109.0,109.0
Philips Motion,Bulb,74.0,0.0,2.965341,0.0,158.0,158.0,158.0
Philips Lamp 1,Bulb,74.0,0.0,0.39501,0.0,16.0,16.0,16.0
Power Plug 2,Socket,60.0,0.0,2.281599,0.0,110.0,110.0,110.0
Unknown,Unknown,12.8,17.44133022449836,0.002641,0.001416513854503372,159.0,110.0,124.4
Ledvance Smart+ Plug,Socket,74.0,0.0,1.115382,0.0,152.0,152.0,152.0
Power Plug 2,Socket,64.5,2.1213203435596424,0.007938500000000001,5.727564927610998e-05,113.0,112.0,112.5
Smart Socket,Socket,64.5,2.1213203435596424,0.0079425,8.131727983645333e-05,174.0,172.0,173.0
Unknown,Unknown,10.625,17.774120367509322,0.0020210000000000002,0.0002791938856895896,178.0,77.0,136.6875
Ledvance Z3 Plug,Socket,74.0,0.0,1.30002,0.0,209.0,209.0,209.0
Ledvance Bulb,Bulb,74.0,0.0,1.393286,0.0,217.0,217.0,217.0
Smart Socket,Socket,74.0,0.0,0.224074,0.0,179.0,179.0,179.0
Unknown,Unknown,27.6,31.667017541915754,0.1173746,0.25336705864279196,180.0,80.0,113.4
Moes Bulb,Bulb,65.0,0.0,1.639358,0.0,66.0,66.0,66.0
Power Plug 2,Socket,65.0,0.0,1.28915,0.0,114.0,114.0,114.0
Unknown,Unknown,18.0,26.0,0.5130925,1.0223376862979279,181.0,82.0,123.0
Philips Motion,Bulb,74.0,0.0,1.670238,0.0,165.0,165.0,165.0
Philips Lamp 1,Bulb,74.0,0.0,2.845416,0.0,17.0,17.0,17.0
Ledvance Smart+ Plug,Socket,74.0,0.0,0.163223,0.0,153.0,153.0,153.0
Aqara Door 1,Door,52.0,0.0,0.042475,0.054302972368002106,182.0,108.0,145.0
Ledvance Z3 Plug,Socket,74.0,0.0,0.041068,0.0,210.0,210.0,210.0
Unknown,Unknown,5.0,0.0,0.0020315000000000003,2.1920310216783122e-05,182.0,108.0,145.0
Aqara Door 1,Door,52.0,0.0,0.8017850000000001,0.9070939581978263,184.0,109.0,134.33333333333334
Unknown,Unknown,5.0,0.0,0.002027,1.734935157289764e-05,184.0,109.0,134.33333333333334
