File Name,Original Size (KB),GZIP Size (KB),BZIP2 Size (KB),LZMA Size (KB),PPMD Size (KB),SNAPPY Size (KB),BROTLI Size (KB),LZ4 Size (KB),LZ4_RAW Size (KB),ZSTD Size (KB),LZO Size (KB),8-bit Entropy Min Size (KB),16-bit Entropy Min Size (KB),8-bit Conditional Entropy Min Size (KB)
Topology_B_fix_duration_5s_index_b40.npy,12423.908203125,1769.8740234375,1830.2919921875,1171.37890625,1594.361328125,2741.783203125,1138.173828125,2258.5498046875,2255.7412109375,1503.4091796875,2497.583984375,7340.78179141893,3670.390895709465,5184.187188026647
Topology_B_fix_duration_5s_index_b39.npy,12423.908203125,1747.310546875,1801.814453125,1154.92578125,1573.7880859375,2701.9072265625,1122.7275390625,2242.14453125,2239.1884765625,1493.4326171875,2456.65625,7293.189309728952,3646.594654864476,5082.977010791083
Topology_B_fix_duration_5s_index_b14.npy,3151.5703125,640.71875,679.0732421875,443.4921875,575.658203125,879.2294921875,453.294921875,796.7021484375,795.8837890625,568.0810546875,841.583984375,2365.6995908912904,1182.8497954456452,1673.0795790122188
Topology_A_fix_duration_5s_index_b32.npy,4241.091796875,848.193359375,963.89453125,666.01953125,827.0712890625,1140.4443359375,659.0576171875,1042.8310546875,1041.943359375,795.9580078125,1072.5283203125,3490.513931582668,1745.256965791334,2280.122269591434
Topology_A_fix_duration_5s_index_b59.npy,8440.822265625,1480.6123046875,1644.4931640625,1109.8515625,1425.330078125,1996.8662109375,1096.4873046875,1729.0185546875,1727.0830078125,1295.6455078125,1869.1513671875,6652.417863392198,3326.208931696099,4307.06046989863
Topology_B_fix_duration_5s_index_b41.npy,12423.908203125,1800.8310546875,1880.1474609375,1199.50390625,1615.05078125,2765.826171875,1175.525390625,2272.8232421875,2269.9482421875,1523.43359375,2533.716796875,7511.248679104611,3755.6243395523056,5297.365453147519
Topology_A_fix_duration_5s_index_b20.npy,4241.091796875,699.20703125,691.962890625,479.30078125,677.001953125,1063.6923828125,465.240234375,947.0908203125,946.162109375,623.9931640625,1004.8427734375,2557.266386940895,1278.6331934704474,1811.9232719596896
Topology_B_fix_duration_5s_index_b63.npy,12423.908203125,2151.9453125,2413.6005859375,1570.87890625,2005.0498046875,2886.4404296875,1555.3408203125,2447.615234375,2444.8134765625,1804.0810546875,2708.400390625,9695.724529835277,4847.862264917639,6844.096809633702
Topology_A_fix_duration_5s_index_b36.npy,8440.822265625,1149.9609375,1175.2578125,775.08203125,1107.5234375,1803.90625,755.875,1505.939453125,1504.0244140625,1015.82421875,1623.4296875,4671.371659033379,2335.6858295166894,3087.477620386253
Topology_A_fix_duration_5s_index_b29.npy,4241.091796875,822.0947265625,938.3916015625,634.6875,798.2685546875,1124.2099609375,629.4921875,1024.1064453125,1023.26953125,756.6787109375,1062.19140625,3347.4409400480986,1673.7204700240493,2232.1281293929924
Topology_B_fix_duration_5s_index_b45.npy,12423.908203125,1925.4228515625,2035.224609375,1308.1640625,1706.677734375,2798.1630859375,1280.0654296875,2324.5615234375,2321.7734375,1588.09765625,2617.2548828125,8291.803060342709,4145.901530171354,5710.270493514206
Topology_A_fix_duration_5s_index_b22.npy,4241.091796875,725.5009765625,749.322265625,512.1875,702.6220703125,1076.8740234375,502.3486328125,965.732421875,964.7763671875,649.365234375,1018.0751953125,2709.7038461816182,1354.8519230908091,1950.5275427215292
Topology_B_fix_duration_5s_index_b34.npy,12423.908203125,1598.7001953125,1621.3544921875,1014.3984375,1534.1884765625,2545.6806640625,1019.83203125,2052.6943359375,2049.8818359375,1331.919921875,2188.9287109375,6498.994233494581,3249.4971167472904,4564.881486705384
Topology_A_fix_duration_5s_index_b35.npy,8440.822265625,1129.306640625,1151.2060546875,748.375,1105.0654296875,1786.8984375,741.25390625,1477.6962890625,1475.8720703125,984.4970703125,1578.48046875,4588.152724559869,2294.0763622799345,3021.2281003326184
Topology_A_fix_duration_5s_index_b51.npy,8440.822265625,1403.892578125,1540.876953125,1021.66015625,1330.8388671875,1952.0068359375,1001.9912109375,1675.26953125,1673.3955078125,1216.2802734375,1833.0234375,6111.361111445637,3055.6805557228186,4069.189295165994
Topology_B_fix_duration_5s_index_b53.npy,12423.908203125,2098.2265625,2332.9892578125,1493.1328125,1915.123046875,2854.7509765625,1473.1328125,2414.0166015625,2411.1875,1744.12109375,2681.0966796875,9398.115019850718,4699.057509925359,6555.436552635378
Topology_B_fix_duration_5s_index_b31.npy,6242.349609375,1205.068359375,1378.9228515625,916.91796875,1154.3994140625,1615.9541015625,911.3779296875,1455.7822265625,1454.48828125,1097.3251953125,1521.787109375,5176.772078107771,2588.3860390538857,3475.6602795421545
Topology_B_fix_duration_5s_index_b24.npy,6242.349609375,1061.2744140625,1161.74609375,742.55078125,1029.55078125,1535.234375,754.3828125,1365.8837890625,1364.603515625,928.048828125,1453.873046875,4193.3652618675915,2096.6826309337957,3169.880031106127
Topology_B_fix_duration_5s_index_b15.npy,3151.5703125,665.791015625,726.73828125,475.265625,612.6865234375,887.3349609375,486.4482421875,804.3603515625,803.7529296875,591.703125,850.5927734375,2473.940939235529,1236.9704696177646,1718.750303365405
Topology_A_fix_duration_5s_index_b1.npy,1091.2939453125,37.3642578125,25.689453125,30.98828125,67.0400390625,144.978515625,29.1357421875,152.876953125,152.517578125,61.9453125,148.9462890625,103.75676735029603,51.878383675148015,96.2337965912328
Topology_A_fix_duration_5s_index_b10.npy,2141.2265625,373.4375,340.7998046875,235.8515625,316.453125,583.1533203125,245.296875,523.580078125,523.16015625,329.3525390625,556.5322265625,1213.7037059475053,606.8518529737527,988.6185554760868
Topology_B_fix_duration_5s_index_b62.npy,12423.908203125,2161.935546875,2418.7265625,1572.671875,2000.4833984375,2901.7568359375,1558.958984375,2460.1953125,2457.4873046875,1813.28125,2723.076171875,9779.708833574088,4889.854416787044,6797.685141409101
Topology_A_fix_duration_5s_index_b44.npy,8440.822265625,1300.99609375,1371.248046875,914.15625,1218.330078125,1925.685546875,887.4052734375,1617.470703125,1615.6767578125,1123.798828125,1802.8369140625,5448.380856172664,2724.190428086332,3606.4324836700575
