Device Name,Device Type,Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
Philips Motion,Motion,"Oct 28, 2023 13:14:42.034471",0.004369,12,0x059b,0xec7f,0x8863,11.0,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:42.035224",0.000753,5,,,0x0002,11.0,,,,,,physicalInteraction1.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:14:42.074306",,45,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:42.076129",0.001823,5,,,0x0002,79.0,,,,,,physicalInteraction1.pcapng
Smart Socket,Socket,"Oct 28, 2023 13:14:42.462531",,53,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:42.464610",0.002079,5,,,0x0002,92.0,,,,,,physicalInteraction1.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:14:42.477327",,45,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:42.479119",0.001792,5,,,0x0002,65.0,,,,,,physicalInteraction1.pcapng
Ledvance Z3 Plug,Socket,"Oct 28, 2023 13:14:43.030832",0.551713,77,0x4e11,0xffff,0x8841,218.0,0x4e11,0xfffc,0x1209,,,physicalInteraction1.pcapng
Aqara Door 1,Door,"Oct 28, 2023 13:14:43.314332",,52,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:43.316378",0.002046,5,,,0x0002,104.0,,,,,,physicalInteraction1.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:14:43.396589",0.080211,77,0x0000,0xffff,0x8841,66.0,0x0000,0xfffc,0x1209,,,physicalInteraction1.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:14:44.701946",,52,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.703962",0.002016,5,,,0x0002,67.0,,,,,,physicalInteraction1.pcapng
Smart Socket,Socket,"Oct 28, 2023 13:14:44.711512",,63,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.713911",0.002399,5,,,0x0002,93.0,,,,,,physicalInteraction1.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:14:44.737606",,52,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.739622",0.002016,5,,,0x0002,68.0,,,,,,physicalInteraction1.pcapng
Sonoff Door 1,Door,"Oct 28, 2023 13:14:44.741895",0.002273,54,0x946e,0x0000,0x8861,39.0,,,,,,physicalInteraction1.pcapng
Sonoff Door 1,Door,"Oct 28, 2023 13:14:44.746340",0.004445,54,0x946e,0x0000,0x8861,39.0,,,,,,physicalInteraction1.pcapng
Smart Socket,Socket,"Oct 28, 2023 13:14:44.748193",,52,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.750198",0.002005,5,,,0x0002,94.0,,,,,,physicalInteraction1.pcapng
Sonoff Door 1,Door,"Oct 28, 2023 13:14:44.751415",0.001217,54,0x946e,0x0000,0x8861,39.0,,,,,,physicalInteraction1.pcapng
Sonoff Door 1,Door,"Oct 28, 2023 13:14:44.756187",0.004772,54,0x946e,0x0000,0x8861,39.0,,,,,,physicalInteraction1.pcapng
Power Plug 1,Socket,"Oct 28, 2023 13:14:44.762331",,63,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.764730",0.002399,5,,,0x0002,37.0,,,,,,physicalInteraction1.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:14:44.765181",,45,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.766962",0.001781,5,,,0x0002,69.0,,,,,,physicalInteraction1.pcapng
Sonoff Door 1,Door,"Oct 28, 2023 13:14:44.769987",,54,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.772097",0.00211,5,,,0x0002,40.0,,,,,,physicalInteraction1.pcapng
Smart Socket,Socket,"Oct 28, 2023 13:14:44.773628",,52,,,,,,,,,,physicalInteraction1.pcapng
Unknown,Unknown,"Oct 28, 2023 13:14:44.775643",0.002015,5,,,0x0002,94.0,,,,,,physicalInteraction1.pcapng
Power Plug 1,Socket,"Oct 28, 2023 13:14:44.776317",,63,,,,,,,,,,physicalInteraction1.pcapng
