Device Name,Device Type,Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
Power Plug 1,Socket,"Oct 28, 2023 13:20:49.000000",,63,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.002399",0.002399,5,,,0x0002,120.0,,,,,,physicalInteraction2.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:20:49.048551",,50,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.050520",0.001969,5,,,0x0002,89.0,,,,,,physicalInteraction2.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:20:49.053950",,50,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.055902",0.001952,5,,,0x0002,169.0,,,,,,physicalInteraction2.pcapng
Power Plug 1,Socket,"Oct 28, 2023 13:20:49.060696",,45,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.062519",0.001823,5,,,0x0002,121.0,,,,,,physicalInteraction2.pcapng
Power Plug 1,Socket,"Oct 28, 2023 13:20:49.075991",,57,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.078198",0.002207,5,,,0x0002,122.0,,,,,,physicalInteraction2.pcapng
Coordinator,Coordinator,"Oct 28, 2023 13:20:49.115623",,50,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.117593",0.00197,5,,,0x0002,90.0,,,,,,physicalInteraction2.pcapng
Ledvance Bulb,Bulb,"Oct 28, 2023 13:20:49.121329",,50,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.123282",0.001953,5,,,0x0002,170.0,,,,,,physicalInteraction2.pcapng
Power Plug 1,Socket,"Oct 28, 2023 13:20:49.128222",,45,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:49.130045",0.001823,5,,,0x0002,123.0,,,,,,physicalInteraction2.pcapng
Philips Motion,Motion,"Oct 28, 2023 13:20:52.146825",3.01678,12,0x059b,0xec7f,0x8863,96.0,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:52.147578",0.000753,5,,,0x0002,96.0,,,,,,physicalInteraction2.pcapng
Smart Socket,Socket,"Oct 28, 2023 13:20:52.877697",0.730119,77,0xe1a6,0xffff,0x8841,233.0,0xe1a6,0xfffc,0x1209,,,physicalInteraction2.pcapng
Philips Lamp 1,Bulb,"Oct 28, 2023 13:20:53.174152",0.296455,77,0x1cd8,0xffff,0x8841,247.0,0x1cd8,0xfffc,0x1209,,,physicalInteraction2.pcapng
Power Plug 2,Socket,"Oct 28, 2023 13:20:53.650455",0.476303,74,0xa706,0xffff,0x8841,183.0,0xa706,0xfffc,0x1209,,,physicalInteraction2.pcapng
Aqara Button,Button,"Oct 28, 2023 13:20:53.978159",,53,,,,,,,,,,physicalInteraction2.pcapng
Unknown,Unknown,"Oct 28, 2023 13:20:53.980238",0.002079,5,,,0x0002,150.0,,,,,,physicalInteraction2.pcapng
