Topology,Number of Files,Total Original Size (KB),Mean Original Size (KB),Median Original Size (KB),Std Original Size (KB),Min Original Size (KB),Max Original Size (KB),Total Delta Time (s),Mean Delta Time (s),Median Delta Time (s),Std Delta Time (s),Min Delta Time (s),Max Delta Time (s),Total GZIP Size (KB),Mean GZIP Size (KB),Median GZIP Size (KB),Std GZIP Size (KB),Min GZIP Size (KB),Max GZIP Size (KB),Total BZIP2 Size (KB),Mean BZIP2 Size (KB),Median BZIP2 Size (KB),Std BZIP2 Size (KB),Min BZIP2 Size (KB),Max BZIP2 Size (KB),Total LZMA Size (KB),Mean LZMA Size (KB),Median LZMA Size (KB),Std LZMA Size (KB),Min LZMA Size (KB),Max LZMA Size (KB),Total PPMD Size (KB),Mean PPMD Size (KB),Median PPMD Size (KB),Std PPMD Size (KB),Min PPMD Size (KB),Max PPMD Size (KB),Total SNAPPY Size (KB),Mean SNAPPY Size (KB),Median SNAPPY Size (KB),Std SNAPPY Size (KB),Min SNAPPY Size (KB),Max SNAPPY Size (KB),Total BROTLI Size (KB),Mean BROTLI Size (KB),Median BROTLI Size (KB),Std BROTLI Size (KB),Min BROTLI Size (KB),Max BROTLI Size (KB),Total LZ4 Size (KB),Mean LZ4 Size (KB),Median LZ4 Size (KB),Std LZ4 Size (KB),Min LZ4 Size (KB),Max LZ4 Size (KB),Total LZ4_RAW Size (KB),Mean LZ4_RAW Size (KB),Median LZ4_RAW Size (KB),Std LZ4_RAW Size (KB),Min LZ4_RAW Size (KB),Max LZ4_RAW Size (KB),Total ZSTD Size (KB),Mean ZSTD Size (KB),Median ZSTD Size (KB),Std ZSTD Size (KB),Min ZSTD Size (KB),Max ZSTD Size (KB),Total LZO Size (KB),Mean LZO Size (KB),Median LZO Size (KB),Std LZO Size (KB),Min LZO Size (KB),Max LZO Size (KB),Total 8-bit Entropy Min Size (KB),Mean 8-bit Entropy Min Size (KB),Median 8-bit Entropy Min Size (KB),Std 8-bit Entropy Min Size (KB),Min 8-bit Entropy Min Size (KB),Max 8-bit Entropy Min Size (KB),Total 16-bit Entropy Min Size (KB),Mean 16-bit Entropy Min Size (KB),Median 16-bit Entropy Min Size (KB),Std 16-bit Entropy Min Size (KB),Min 16-bit Entropy Min Size (KB),Max 16-bit Entropy Min Size (KB),Total 8-bit Conditional Entropy Min Size (KB),Mean 8-bit Conditional Entropy Min Size (KB),Median 8-bit Conditional Entropy Min Size (KB),Std 8-bit Conditional Entropy Min Size (KB),Min 8-bit Conditional Entropy Min Size (KB),Max 8-bit Conditional Entropy Min Size (KB)
Topology_A,44,6692.5625,152.1036931818182,45.275390625,246.75856216082013,17.80859375,1039.02734375,24557.41947698593,558.1231699314984,309.31021559238434,862.8649515862313,129.37258505821228,3799.7378339767456,2413.4013671875,54.85003107244318,12.044921875,98.83165815289482,4.6123046875,407.6875,2365.458984375,53.76043146306818,13.490234375,93.26088434020294,5.3984375,389.265625,2017.67578125,45.85626775568182,10.31640625,82.20341227730448,3.94140625,341.73828125,2231.005859375,50.70467862215909,12.24560546875,88.99084866493469,4.765625,368.9560546875,3208.779296875,72.92680220170455,15.9560546875,130.9285333727539,6.18359375,538.61328125,2077.455078125,47.21488813920455,10.4560546875,84.81477997985712,3.9736328125,352.0185546875,2925.30078125,66.48410866477273,15.20361328125,117.54047315521895,5.923828125,485.0576171875,2905.46484375,66.0332919034091,14.73876953125,117.68733439254743,5.5693359375,484.8974609375,2252.7119140625,51.197998046875,10.95849609375,92.8586929093702,4.158203125,384.509765625,3053.6103515625,69.4002352627841,15.09130859375,124.88834060946314,5.763671875,514.4365234375,4735.743413489177,107.63053212475403,32.09970100009954,176.03405157996292,12.254642463506354,736.9134561456932,2367.8717067445887,53.81526606237701,16.04985050004977,88.01702578998146,6.127321231753177,368.4567280728466,3232.1087710327756,73.45701752347217,17.093466466260484,131.98264889945847,5.6546199788659495,545.3032353459768
Topology_B,47,11058.76171875,235.29280252659575,86.61328125,357.2794406108538,14.59375,1569.90625,30716.044564962387,653.5328630843061,303.29035806655884,939.3253820838739,153.22546410560608,3636.860466003418,3599.1865234375,76.57843666888297,20.8935546875,126.23225227740475,4.357421875,516.5185546875,3505.1435546875,74.57752244015957,23.0390625,117.43984086273916,5.0576171875,479.6513671875,2949.8828125,62.76346409574468,17.87109375,101.73322274065733,3.7890625,411.43359375,3303.1533203125,70.27985787898936,20.82421875,111.568497071935,4.443359375,455.07421875,4899.6171875,104.24717420212765,28.5830078125,172.2632307541926,5.748046875,718.876953125,3048.2900390625,64.85723487367021,18.224609375,105.32142293616839,3.8291015625,425.4873046875,4390.15625,93.40757978723404,25.287109375,153.4085773052614,5.59765625,635.9951171875,4379.517578125,93.18122506648936,25.2548828125,153.4421226401327,5.2099609375,635.7158203125,3332.8291015625,70.9112574800532,19.5009765625,116.61275116497443,4.0205078125,476.2880859375,4610.2529296875,98.09048786569149,26.7197265625,162.30354986332617,5.4599609375,672.1640625,7684.803180316527,163.5064506450325,61.58652907356293,245.17762427627582,10.092367962210515,1064.524250920756,3842.4015901582634,81.75322532251624,30.793264536781464,122.58881213813791,5.0461839811052585,532.262125460378,5187.710658293624,110.37682251688561,34.66016389024278,176.6251484752169,4.641746207613255,743.2902008417055
