Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 13, 2023 18:09:34.698005",0.004317,57,0x054f,0x0000,0x8861,229,0x3181,0x0000,0x1a09,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:34.700211",0.002206,5,,,0x0002,229,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:34.744516",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:34.746626",0.002110,5,,,0x0002,230,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:34.837644",0.091018,12,0x9989,0x482d,0x8863,200,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:34.838411",0.000767,5,,,0x0002,200,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:35.197077",0.358666,12,0x3181,0x054f,0x8863,162,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:35.197830",0.000753,5,,,0x0002,162,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:35.846325",0.648495,12,0x9989,0x482d,0x8863,201,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:35.847092",0.000767,5,,,0x0002,201,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:36.779187",0.932095,74,0xe5c4,0xffff,0x8841,134,0xe5c4,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.167251",1.388064,52,0x6e5f,0x2600,0x8861,46,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.169298",0.002047,5,,,0x0002,46,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.210898",,50,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.212881",0.001983,5,,,0x0002,70,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.216332",,50,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.223510",0.007178,45,0x6e5f,0x0000,0x8861,47,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.225332",0.001822,5,,,0x0002,47,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.272781",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:38.274879",0.002098,5,,,0x0002,163,,,,,,physicalInteraction2.pcapng
