Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Aqara Door 1,Door,Smart Socket,Socket,Aqara Door 1,Door,Coordinator,Coordinator,"Oct 16, 2023 13:47:15.769038000",0.710592,52,0x5db6,0xe694,40.0,0x5db6,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Aqara Door 1,Door,Coordinator,Coordinator,"Oct 16, 2023 13:47:15.774855000",0.003801,52,0xe694,0x0000,162.0,0x5db6,0x0000
Aqara Door 2,Door,Smart Socket,Socket,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:51:10.618627000",0.260484,83,0x772c,0xe694,198.0,0x772c,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:51:10.625861000",0.004225,83,0xe694,0x0000,205.0,0x772c,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:51:10.631670000",0.005809,83,0xe694,0x0000,205.0,0x772c,0x0000
Aqara Door 2,Door,Smart Socket,Socket,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:51:34.425489000",0.266431,52,0x772c,0xe694,200.0,0x772c,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:51:34.431409000",0.003902,52,0xe694,0x0000,210.0,0x772c,0x0000
Aqara Door 2,Door,Smart Socket,Socket,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:52:01.123036000",0.013995,52,0x772c,0xe694,201.0,0x772c,0x0000
Smart Socket,Socket,Coordinator,Coordinator,Aqara Door 2,Door,Coordinator,Coordinator,"Oct 16, 2023 13:52:01.128837000",0.003784,52,0xe694,0x0000,214.0,0x772c,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Oct 16, 2023 13:46:52.987487000",2.703656,57,0x9989,0x0000,157.0,0x9989,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Oct 16, 2023 13:52:56.994406000",1.140127,57,0x9989,0x0000,158.0,0x9989,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Oct 16, 2023 14:03:37.530562000",4.55867,57,0x9989,0x0000,159.0,0x9989,0x0000
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,"Oct 16, 2023 14:07:55.527679000",0.725525,57,0x9989,0x0000,160.0,0x9989,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Oct 16, 2023 13:45:48.342716000",1.517723,53,0x61af,0x0000,73.0,0x61af,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Oct 16, 2023 13:47:50.694286000",3.013158,55,0x61af,0x0000,74.0,0x61af,0x0000
Aqara Vibration,Vibration,Coordinator,Coordinator,Aqara Vibration,Vibration,Coordinator,Coordinator,"Oct 16, 2023 14:06:49.992687000",1.151765,55,0x61af,0x0000,75.0,0x61af,0x0000
Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,"Oct 16, 2023 13:45:26.414168000",0.642049,74,0x054f,0xffff,117.0,0x054f,0xfffc
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 16, 2023 13:45:39.210796000",2.954124,55,0x054f,0x0000,118.0,0x054f,0x0000
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,"Oct 16, 2023 13:45:39.258779000",0.04584,59,0x054f,0x0000,119.0,0x054f,0x0000
