Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 13, 2023 16:18:59.920709000",0.015889,50,0x6e5f,0x0000,80.0,0x6e5f,0x0000
"Oct 13, 2023 16:18:59.922692000",0.001983,5,,,80.0,,
"Oct 13, 2023 16:18:59.923630000",0.000938,52,0x6e5f,0x0000,81.0,0x6e5f,0x0000
"Oct 13, 2023 16:18:59.925677000",0.002047,5,,,81.0,,
"Oct 13, 2023 16:19:00.230649000",0.304972,74,0xc8f0,0xffff,107.0,0xc8f0,0xfffc
"Oct 13, 2023 16:19:00.638136000",0.407487,77,0x82eb,0xffff,94.0,0x82eb,0xfffc
"Oct 13, 2023 16:19:01.366015000",0.727879,48,0x0000,0xc8f0,235.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.367902000",0.001887,5,,,235.0,,
"Oct 13, 2023 16:19:01.369633000",0.001731,48,0x0000,0xc8f0,235.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.371511000",0.001878,5,,,235.0,,
"Oct 13, 2023 16:19:01.373985000",0.002474,48,0x0000,0xc8f0,235.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.375862000",0.001877,5,,,235.0,,
"Oct 13, 2023 16:19:01.377961000",0.002099,48,0x0000,0xc8f0,235.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.381247000",0.003286,5,,,235.0,,
"Oct 13, 2023 16:19:01.393684000",0.012437,50,0xc8f0,0x0000,108.0,0xc8f0,0x0000
"Oct 13, 2023 16:19:01.395667000",0.001983,5,,,108.0,,
"Oct 13, 2023 16:19:01.396634000",0.000967,52,0xc8f0,0x0000,109.0,0xc8f0,0x0000
"Oct 13, 2023 16:19:01.398681000",0.002047,5,,,109.0,,
"Oct 13, 2023 16:19:01.416721000",0.01804,48,0x0000,0xc8f0,236.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.418610000",0.001889,5,,,236.0,,
"Oct 13, 2023 16:19:01.419735000",0.001125,48,0x0000,0xc8f0,236.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.421614000",0.001879,5,,,236.0,,
"Oct 13, 2023 16:19:01.424186000",0.002572,48,0x0000,0xc8f0,236.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.426074000",0.001888,5,,,,,
"Oct 13, 2023 16:19:01.428829000",0.002755,48,0x0000,0xc8f0,236.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.430719000",0.00189,5,,,236.0,,
"Oct 13, 2023 16:19:01.479460000",0.048741,48,0x0000,0xc8f0,237.0,0x0000,0xc8f0
"Oct 13, 2023 16:19:01.481337000",0.001877,5,,,237.0,,
"Oct 13, 2023 16:19:03.063195000",1.581858,48,0x0000,0xe694,238.0,0x0000,0xe694
"Oct 13, 2023 16:19:03.065085000",0.00189,5,,,238.0,,
"Oct 13, 2023 16:19:03.082480000",0.017395,50,0xe694,0x0000,99.0,0xe694,0x0000
"Oct 13, 2023 16:19:03.084463000",0.001983,5,,,99.0,,
"Oct 13, 2023 16:19:03.085404000",0.000941,52,0xe694,0x0000,100.0,0xe694,0x0000
"Oct 13, 2023 16:19:03.087450000",0.002046,5,,,100.0,,
"Oct 13, 2023 16:19:03.283338000",0.195888,60,0xe694,0x0000,101.0,0xe694,0x0000
"Oct 13, 2023 16:19:03.285641000",0.002303,5,,,101.0,,
"Oct 13, 2023 16:19:03.324936000",0.039295,50,0x0000,0xe694,239.0,0x0000,0xe694
"Oct 13, 2023 16:19:03.326889000",0.001953,5,,,239.0,,
"Oct 13, 2023 16:19:03.332046000",0.005157,45,0xe694,0x0000,102.0,0xe694,0x0000
"Oct 13, 2023 16:19:03.333869000",0.001823,5,,,102.0,,
"Oct 13, 2023 16:19:03.386242000",0.052373,65,0x054f,0xffff,81.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.389684000",0.003442,47,0x054f,0xffff,82.0,0x054f,0xfffc
"Oct 13, 2023 16:19:03.394483000",0.004799,64,0x054f,0xffff,83.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.402768000",0.008285,64,0xebe5,0xffff,192.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.406938000",0.00417,65,0xebe5,0xffff,193.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.411503000",0.004565,64,0xc8f0,0xffff,110.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.421370000",0.009867,64,0x09ac,0xffff,5.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.423666000",0.002296,64,0x82eb,0xffff,95.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.427106000",0.00344,65,0x09ac,0xffff,6.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.429797000",0.002691,65,0xe5c4,0xffff,176.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.435454000",0.005657,64,0xe5c4,0xffff,177.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.440692000",0.005238,64,0xe694,0xffff,103.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.446466000",0.005774,57,0x0000,0x054f,240.0,0x0000,0x054f
"Oct 13, 2023 16:19:03.448659000",0.002193,5,,,240.0,,
"Oct 13, 2023 16:19:03.449636000",0.000977,65,0x6e5f,0xffff,83.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.453414000",0.003778,65,0xe694,0xffff,104.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.456162000",0.002748,64,0xa209,0xffff,110.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.459997000",0.003835,64,0x0000,0xffff,241.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.463912000",0.003915,64,0x482d,0xffff,170.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.466615000",0.002703,49,0x0000,0x054f,242.0,0x0000,0x054f
"Oct 13, 2023 16:19:03.468552000",0.001937,5,,,242.0,,
"Oct 13, 2023 16:19:03.471064000",0.002512,55,0x054f,0x0000,84.0,0x054f,0x0000
"Oct 13, 2023 16:19:03.473206000",0.002142,5,,,84.0,,
"Oct 13, 2023 16:19:03.476405000",0.003199,55,0x054f,0x0000,85.0,0x054f,0x0000
"Oct 13, 2023 16:19:03.478547000",0.002142,5,,,85.0,,
"Oct 13, 2023 16:19:03.485885000",0.007338,59,0x0000,0x054f,243.0,0x0000,0x054f
"Oct 13, 2023 16:19:03.488142000",0.002257,5,,,243.0,,
