Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-26 19:21:08.000000,52,0x0000,0xe1a6,134.0,0x0000,0xe1a6,0.0
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.002015,5,0xe1a6,0x0000,134.0,,,0.002015
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.009186,63,0xe1a6,0x0000,17.0,,,0.007171
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.011585,5,0x0000,0xe1a6,17.0,,,0.002399
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-26 19:21:08.034666,52,0x0000,0xec7f,135.0,0x0000,0x3d95,0.023081
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.036699,5,0xec7f,0x0000,135.0,,,0.002033
Ledvance Bulb,Bulb,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-26 19:21:08.040158,52,0xec7f,0x3d95,147.0,0x0000,0x3d95,0.003459
Power Plug 1,Socket,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-26 19:21:08.042175,5,0x3d95,0xec7f,147.0,,,0.002017
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-26 19:21:08.048051,45,0x0000,0xe1a6,136.0,0x0000,0xe1a6,0.005876
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-26 19:21:08.051915,45,0x0000,0xe1a6,136.0,0x0000,0xe1a6,0.003864
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.053709,5,0xe1a6,0x0000,136.0,,,0.001794
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.056051,63,0x3d95,0x0000,225.0,,,0.002342
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.058450,5,0x0000,0x3d95,225.0,,,0.002399
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-26 19:21:08.074120,54,0x0000,0xe1a6,137.0,0x0000,0xe1a6,0.01567
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.076190,5,0xe1a6,0x0000,137.0,,,0.00207
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-26 19:21:08.083458,66,0xe1a6,0x0000,18.0,0xe1a6,0x0000,0.007268
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.085953,5,0x0000,0xe1a6,18.0,,,0.002495
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-26 19:21:08.092128,54,0x0000,0xec7f,138.0,0x0000,0x3d95,0.006175
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.094226,5,0xec7f,0x0000,138.0,,,0.002098
Ledvance Bulb,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.096483,54,0xec7f,0x3d95,148.0,,,0.002257
Power Plug 1,Socket,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-26 19:21:08.098563,5,0x3d95,0xec7f,148.0,,,0.00208
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.105826,66,0x3d95,0x0000,226.0,,,0.007263
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.110931,66,0x3d95,0x0000,226.0,,,0.005105
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.113426,5,0x0000,0x3d95,226.0,,,0.002495
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-26 19:21:08.114505,45,0x0000,0xec7f,139.0,,,0.001079
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.116315,5,0xec7f,0x0000,139.0,,,0.00181
Ledvance Bulb,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.118802,45,0xec7f,0x3d95,149.0,,,0.002487
Power Plug 1,Socket,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-26 19:21:08.120594,5,0x3d95,0xec7f,149.0,,,0.001792
Coordinator,Coordinator,Philips Lamp 3,Bulb,Unknown,Unknown,,,2023-10-26 19:21:08.131174,54,0x0000,0x711c,140.0,,,0.01058
Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.133285,5,0x711c,0x0000,140.0,,,0.002111
Philips Lamp 3,Bulb,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-26 19:21:08.137251,54,0x711c,0xa706,35.0,0x0000,0xa706,0.003966
Power Plug 2,Socket,Philips Lamp 3,Bulb,Unknown,Unknown,,,2023-10-26 19:21:08.139328,5,0xa706,0x711c,35.0,,,0.002077
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.142481,45,0x0000,0xe1a6,141.0,,,0.003153
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-26 19:21:08.144273,5,0xe1a6,0x0000,141.0,,,0.001792
Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,2023-10-26 19:21:08.146906,66,0xa706,0x0000,56.0,0xa706,0x0000,0.002633
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-26 19:21:08.149401,5,0x0000,0xa706,56.0,,,0.002495
